cty,industry,industry_naics_code,industry_employment
21055,Educational services,61,0
21055,Health care & social assistance,62,443
21055,"Arts, entertainment, & recreation",71,29
21055,Accommodation & foodservices,72,290
21055,Other services (except public administration),81,67
21057,"Agriculture, forestry, fishing, & hunting",11,0
21057,Mining,21,0
21057,Utilities,22,0
21057,Construction,23,0
21057,Manufacturing,31,204
21057,Wholesale trade,42,19
21057,Retail Trade,44,248
21057,Transportation & Warehousing,48,0
21057,Information,51,0
21057,Finance & insurance,52,63
21057,Real estate & rental & leasing,53,31
21057,"Professional, scientific, & technical services",54,11
21057,Administrative & support & waste management & remediation serv,56,0
21057,Educational services,61,0
21057,Health care & social assistance,62,445
21057,Accommodation & foodservices,72,134
21057,Other services (except public administration),81,21
21057,Unclassified,99,0
21059,"Agriculture, forestry, fishing, & hunting",11,0
21059,Mining,21,308
21059,Utilities,22,210
21059,Construction,23,3291
21059,Manufacturing,31,6891
21059,Wholesale trade,42,1435
21059,Retail Trade,44,6148
21059,Transportation & Warehousing,48,1090
21059,Information,51,543
21059,Finance & insurance,52,1539
21059,Real estate & rental & leasing,53,546
21059,"Professional, scientific, & technical services",54,1311
21059,Management of companies & enterprises,55,457
21059,Administrative & support & waste management & remediation serv,56,1545
21059,Educational services,61,1314
21059,Health care & social assistance,62,6507
21059,"Arts, entertainment, & recreation",71,365
21059,Accommodation & foodservices,72,3711
21059,Other services (except public administration),81,1956
21059,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,232
21059,Unclassified,99,0
21061,Construction,23,127
21061,Manufacturing,31,16
21061,Wholesale trade,42,0
21061,Retail Trade,44,129
21061,Transportation & Warehousing,48,0
21061,Information,51,0
21061,Finance & insurance,52,60
21061,"Professional, scientific, & technical services",54,14
21061,Management of companies & enterprises,55,0
21061,Administrative & support & waste management & remediation serv,56,0
21061,Educational services,61,0
21061,Health care & social assistance,62,235
21061,"Arts, entertainment, & recreation",71,0
21061,Accommodation & foodservices,72,98
21061,Other services (except public administration),81,29
21061,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21063,"Agriculture, forestry, fishing, & hunting",11,0
21063,Construction,23,15
21063,Manufacturing,31,0
21063,Retail Trade,44,64
21063,Transportation & Warehousing,48,24
21063,Finance & insurance,52,0
21063,Real estate & rental & leasing,53,0
21063,"Professional, scientific, & technical services",54,0
21063,Management of companies & enterprises,55,0
21063,Health care & social assistance,62,104
21063,Accommodation & foodservices,72,56
21063,Other services (except public administration),81,22
21065,"Agriculture, forestry, fishing, & hunting",11,0
21065,Mining,21,0
21065,Construction,23,90
21065,Manufacturing,31,288
21065,Wholesale trade,42,214
21065,Retail Trade,44,409
21065,Transportation & Warehousing,48,0
21065,Information,51,62
21065,Finance & insurance,52,96
21065,Real estate & rental & leasing,53,14
21065,"Professional, scientific, & technical services",54,32
21065,Management of companies & enterprises,55,0
21065,Administrative & support & waste management & remediation serv,56,46
21065,Educational services,61,0
21065,Health care & social assistance,62,313
21065,"Arts, entertainment, & recreation",71,0
21065,Accommodation & foodservices,72,222
21065,Other services (except public administration),81,76
21065,Unclassified,99,0
21067,"Agriculture, forestry, fishing, & hunting",11,0
21067,Mining,21,233
21067,Utilities,22,629
21067,Construction,23,9619
21067,Manufacturing,31,16402
21067,Wholesale trade,42,6562
21067,Retail Trade,44,21522
21067,Transportation & Warehousing,48,3045
21067,Information,51,4781
21067,Finance & insurance,52,6374
21067,Real estate & rental & leasing,53,2174
21067,"Professional, scientific, & technical services",54,11112
21067,Management of companies & enterprises,55,2107
21067,Administrative & support & waste management & remediation serv,56,8740
21067,Educational services,61,2182
21067,Health care & social assistance,62,25126
21067,"Arts, entertainment, & recreation",71,2349
21067,Accommodation & foodservices,72,17256
21067,Other services (except public administration),81,6533
21067,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,441
21067,Unclassified,99,0
21069,Mining,21,0
21069,Utilities,22,0
21069,Construction,23,105
21069,Manufacturing,31,608
21069,Wholesale trade,42,122
21069,Retail Trade,44,621
21069,Transportation & Warehousing,48,66
21069,Information,51,0
21069,Finance & insurance,52,118
21069,Real estate & rental & leasing,53,19
21069,"Professional, scientific, & technical services",54,47
21069,Administrative & support & waste management & remediation serv,56,49
21069,Educational services,61,0
21069,Health care & social assistance,62,650
21069,"Arts, entertainment, & recreation",71,14
21069,Accommodation & foodservices,72,129
21069,Other services (except public administration),81,78
21069,Unclassified,99,4
21071,"Agriculture, forestry, fishing, & hunting",11,0
21071,Mining,21,1211
21071,Utilities,22,60
21071,Construction,23,423
21071,Manufacturing,31,249
21071,Wholesale trade,42,792
21071,Retail Trade,44,1440
21071,Transportation & Warehousing,48,243
21071,Information,51,329
21071,Finance & insurance,52,250
21071,Real estate & rental & leasing,53,118
21071,"Professional, scientific, & technical services",54,299
21071,Management of companies & enterprises,55,0
21071,Administrative & support & waste management & remediation serv,56,579
21071,Educational services,61,18
21071,Health care & social assistance,62,1930
21071,"Arts, entertainment, & recreation",71,53
21071,Accommodation & foodservices,72,809
21071,Other services (except public administration),81,305
21071,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21071,Unclassified,99,7
21073,Mining,21,0
21073,Utilities,22,0
21073,Construction,23,875
21073,Manufacturing,31,3155
21073,Wholesale trade,42,208
21073,Retail Trade,44,3131
21073,Transportation & Warehousing,48,0
21073,Information,51,204
21073,Finance & insurance,52,854
21073,Real estate & rental & leasing,53,162
21073,"Professional, scientific, & technical services",54,1039
21073,Management of companies & enterprises,55,0
21073,Administrative & support & waste management & remediation serv,56,822
21073,Educational services,61,220
21073,Health care & social assistance,62,2044
21073,"Arts, entertainment, & recreation",71,151
21073,Accommodation & foodservices,72,1705
21073,Other services (except public administration),81,1338
21073,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,14
21073,Unclassified,99,0
21075,Utilities,22,0
21075,Construction,23,0
21075,Manufacturing,31,1114
21075,Wholesale trade,42,255
21075,Retail Trade,44,488
21075,Transportation & Warehousing,48,0
21075,Information,51,23
21075,Finance & insurance,52,105
21075,Real estate & rental & leasing,53,0
21075,"Professional, scientific, & technical services",54,0
21075,Administrative & support & waste management & remediation serv,56,0
21075,Health care & social assistance,62,323
21075,"Arts, entertainment, & recreation",71,0
21075,Accommodation & foodservices,72,0
21075,Other services (except public administration),81,86
21075,Unclassified,99,0
21077,Construction,23,67
21077,Manufacturing,31,0
21077,Wholesale trade,42,0
21077,Retail Trade,44,172
21077,Transportation & Warehousing,48,0
21077,Information,51,0
21077,Finance & insurance,52,34
21077,Real estate & rental & leasing,53,7
21077,"Professional, scientific, & technical services",54,15
21077,Administrative & support & waste management & remediation serv,56,14
21077,Health care & social assistance,62,176
21077,"Arts, entertainment, & recreation",71,0
21077,Accommodation & foodservices,72,110
21077,Other services (except public administration),81,29
21077,Unclassified,99,0
21079,Mining,21,0
21079,Utilities,22,0
21079,Construction,23,405
21079,Manufacturing,31,317
21079,Wholesale trade,42,106
21079,Retail Trade,44,219
21079,Transportation & Warehousing,48,0
21079,Information,51,0
21079,Finance & insurance,52,58
21079,Real estate & rental & leasing,53,11
21079,"Professional, scientific, & technical services",54,45
21079,Management of companies & enterprises,55,0
21079,Administrative & support & waste management & remediation serv,56,19
21079,Health care & social assistance,62,357
21079,"Arts, entertainment, & recreation",71,0
21079,Accommodation & foodservices,72,109
21079,Other services (except public administration),81,84
21079,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21079,Unclassified,99,0
21081,Utilities,22,0
21081,Construction,23,240
21081,Manufacturing,31,968
21081,Wholesale trade,42,185
21081,Retail Trade,44,1198
21081,Transportation & Warehousing,48,123
21081,Information,51,43
21081,Finance & insurance,52,199
21081,Real estate & rental & leasing,53,48
21081,"Professional, scientific, & technical services",54,81
21081,Administrative & support & waste management & remediation serv,56,186
21081,Educational services,61,0
21081,Health care & social assistance,62,457
21081,"Arts, entertainment, & recreation",71,0
21081,Accommodation & foodservices,72,714
21081,Other services (except public administration),81,179
21081,Unclassified,99,0
21083,"Agriculture, forestry, fishing, & hunting",11,0
21083,Mining,21,0
21083,Utilities,22,0
21083,Construction,23,558
21083,Manufacturing,31,3021
21083,Wholesale trade,42,497
21083,Retail Trade,44,1525
21083,Transportation & Warehousing,48,104
21083,Information,51,170
21083,Finance & insurance,52,326
21083,Real estate & rental & leasing,53,89
21083,"Professional, scientific, & technical services",54,177
21083,Administrative & support & waste management & remediation serv,56,126
21083,Educational services,61,128
21083,Health care & social assistance,62,1574
21083,"Arts, entertainment, & recreation",71,26
21083,Accommodation & foodservices,72,638
21083,Other services (except public administration),81,448
21083,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21083,Unclassified,99,6
21085,"Agriculture, forestry, fishing, & hunting",11,0
21085,Mining,21,0
21085,Utilities,22,0
21085,Construction,23,431
21085,Manufacturing,31,2922
21085,Wholesale trade,42,603
21085,Retail Trade,44,912
21085,Transportation & Warehousing,48,162
21085,Information,51,32
21085,Finance & insurance,52,179
21085,Real estate & rental & leasing,53,104
21085,"Professional, scientific, & technical services",54,97
21085,Administrative & support & waste management & remediation serv,56,508
21085,Educational services,61,0
21085,Health care & social assistance,62,882
21085,"Arts, entertainment, & recreation",71,9
21085,Accommodation & foodservices,72,430
21085,Other services (except public administration),81,150
21085,Unclassified,99,0
21087,"Agriculture, forestry, fishing, & hunting",11,0
21087,Mining,21,0
21087,Construction,23,59
21087,Manufacturing,31,333
21087,Wholesale trade,42,30
21087,Retail Trade,44,273
21087,Transportation & Warehousing,48,7
21087,Information,51,0
21087,Finance & insurance,52,78
21087,Real estate & rental & leasing,53,12
21087,"Professional, scientific, & technical services",54,20
21087,Management of companies & enterprises,55,0
21087,Administrative & support & waste management & remediation serv,56,0
21087,Educational services,61,0
21087,Health care & social assistance,62,520
21087,"Arts, entertainment, & recreation",71,2
21087,Accommodation & foodservices,72,98
21087,Other services (except public administration),81,64
21087,Unclassified,99,0
21089,"Agriculture, forestry, fishing, & hunting",11,0
21089,Mining,21,0
21089,Utilities,22,0
21089,Construction,23,259
21089,Manufacturing,31,572
21089,Wholesale trade,42,130
21089,Retail Trade,44,759
21089,Transportation & Warehousing,48,127
21089,Information,51,17
21089,Finance & insurance,52,253
21089,Real estate & rental & leasing,53,42
21089,"Professional, scientific, & technical services",54,165
21089,Management of companies & enterprises,55,0
21089,Administrative & support & waste management & remediation serv,56,382
21089,Educational services,61,0
21089,Health care & social assistance,62,649
21089,"Arts, entertainment, & recreation",71,73
21089,Accommodation & foodservices,72,994
21089,Other services (except public administration),81,250
21089,Unclassified,99,0
21091,"Agriculture, forestry, fishing, & hunting",11,0
21091,Mining,21,0
21091,Utilities,22,0
21091,Construction,23,117
21091,Manufacturing,31,2335
21091,Wholesale trade,42,0
21091,Retail Trade,44,179
21091,Transportation & Warehousing,48,0
21091,Information,51,157
21091,Finance & insurance,52,57
21091,Real estate & rental & leasing,53,13
21091,"Professional, scientific, & technical services",54,29
21091,Administrative & support & waste management & remediation serv,56,25
21091,Educational services,61,0
21091,Health care & social assistance,62,129
21091,"Arts, entertainment, & recreation",71,0
21091,Accommodation & foodservices,72,57
21091,Other services (except public administration),81,92
21093,"Agriculture, forestry, fishing, & hunting",11,0
21093,Mining,21,0
21093,Utilities,22,134
21093,Construction,23,1615
21093,Manufacturing,31,6882
21093,Wholesale trade,42,675
21093,Retail Trade,44,5887
21093,Transportation & Warehousing,48,854
21093,Information,51,641
21093,Finance & insurance,52,886
21093,Real estate & rental & leasing,53,349
21093,"Professional, scientific, & technical services",54,1264
21093,Management of companies & enterprises,55,400
21093,Administrative & support & waste management & remediation serv,56,1183
21093,Educational services,61,189
21093,Health care & social assistance,62,7076
21093,"Arts, entertainment, & recreation",71,186
21093,Accommodation & foodservices,72,3056
21093,Other services (except public administration),81,1560
21093,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,200
21093,Unclassified,99,23
21095,"Agriculture, forestry, fishing, & hunting",11,90
21095,Mining,21,612
21095,Utilities,22,0
21095,Construction,23,204
21095,Manufacturing,31,262
21095,Wholesale trade,42,207
21095,Retail Trade,44,1148
21095,Transportation & Warehousing,48,99
21095,Information,51,96
21095,Finance & insurance,52,176
21095,Real estate & rental & leasing,53,70
21095,"Professional, scientific, & technical services",54,208
21095,Management of companies & enterprises,55,0
21095,Administrative & support & waste management & remediation serv,56,142
21095,Educational services,61,62
21095,Health care & social assistance,62,1217
21095,"Arts, entertainment, & recreation",71,0
21095,Accommodation & foodservices,72,423
21095,Other services (except public administration),81,228
21095,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21095,Unclassified,99,0
21097,"Agriculture, forestry, fishing, & hunting",11,0
21097,Utilities,22,0
21097,Construction,23,182
21097,Manufacturing,31,1575
21097,Wholesale trade,42,82
21097,Retail Trade,44,631
21097,Transportation & Warehousing,48,0
21097,Information,51,59
21097,Finance & insurance,52,119
21097,Real estate & rental & leasing,53,87
21097,"Professional, scientific, & technical services",54,50
21097,Management of companies & enterprises,55,0
21097,Administrative & support & waste management & remediation serv,56,77
21097,Educational services,61,0
21097,Health care & social assistance,62,678
21097,"Arts, entertainment, & recreation",71,33
21097,Accommodation & foodservices,72,323
21097,Other services (except public administration),81,204
21097,Unclassified,99,0
21099,"Agriculture, forestry, fishing, & hunting",11,0
21099,Utilities,22,0
21099,Construction,23,75
21099,Manufacturing,31,796
21099,Wholesale trade,42,80
21099,Retail Trade,44,476
21099,Transportation & Warehousing,48,110
21099,Information,51,0
21099,Finance & insurance,52,103
21099,Real estate & rental & leasing,53,10
21099,"Professional, scientific, & technical services",54,69
21099,Administrative & support & waste management & remediation serv,56,47
21099,Educational services,61,0
21099,Health care & social assistance,62,472
21099,"Arts, entertainment, & recreation",71,58
21099,Accommodation & foodservices,72,224
21099,Other services (except public administration),81,95
21099,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21099,Unclassified,99,27
21101,"Agriculture, forestry, fishing, & hunting",11,0
21101,Mining,21,270
21101,Utilities,22,190
21101,Construction,23,732
21101,Manufacturing,31,8040
21101,Wholesale trade,42,834
21101,Retail Trade,44,2243
21101,Transportation & Warehousing,48,291
21101,Information,51,236
21101,Finance & insurance,52,789
21101,Real estate & rental & leasing,53,172
21101,"Professional, scientific, & technical services",54,341
21101,Management of companies & enterprises,55,43
21101,Administrative & support & waste management & remediation serv,56,557
21101,Educational services,61,119
21101,Health care & social assistance,62,2326
21101,"Arts, entertainment, & recreation",71,245
21101,Accommodation & foodservices,72,1562
21101,Other services (except public administration),81,919
21101,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21101,Unclassified,99,21
21103,Mining,21,0
21103,Construction,23,152
21103,Manufacturing,31,761
21103,Wholesale trade,42,331
21103,Retail Trade,44,503
21103,Transportation & Warehousing,48,0
21103,Information,51,15
21103,Finance & insurance,52,151
21103,Real estate & rental & leasing,53,8
21103,"Professional, scientific, & technical services",54,45
21103,Administrative & support & waste management & remediation serv,56,64
21103,Health care & social assistance,62,202
21103,"Arts, entertainment, & recreation",71,0
21103,Accommodation & foodservices,72,108
21103,Other services (except public administration),81,136
21103,Unclassified,99,0
21105,"Agriculture, forestry, fishing, & hunting",11,0
21105,Mining,21,0
21105,Construction,23,52
21105,Manufacturing,31,469
21105,Wholesale trade,42,82
21105,Retail Trade,44,120
21105,Transportation & Warehousing,48,0
21105,Information,51,0
21105,Finance & insurance,52,53
21105,Real estate & rental & leasing,53,13
21105,"Professional, scientific, & technical services",54,0
21105,Health care & social assistance,62,149
21105,"Arts, entertainment, & recreation",71,0
21105,Accommodation & foodservices,72,18
21105,Other services (except public administration),81,41
21105,Unclassified,99,0
21107,"Agriculture, forestry, fishing, & hunting",11,74
21107,Mining,21,699
21107,Utilities,22,0
21107,Construction,23,578
21107,Manufacturing,31,2569
21107,Wholesale trade,42,401
21107,Retail Trade,44,2576
21107,Transportation & Warehousing,48,248
21107,Information,51,179
21107,Finance & insurance,52,419
21107,Real estate & rental & leasing,53,122
21107,"Professional, scientific, & technical services",54,357
21107,Management of companies & enterprises,55,0
21107,Administrative & support & waste management & remediation serv,56,451
21107,Educational services,61,103
21107,Health care & social assistance,62,3211
21107,"Arts, entertainment, & recreation",71,94
21107,Accommodation & foodservices,72,0
21107,Other services (except public administration),81,821
21107,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,327
21107,Unclassified,99,6
21109,"Agriculture, forestry, fishing, & hunting",11,0
21109,Mining,21,0
21109,Utilities,22,0
21109,Construction,23,103
21109,Manufacturing,31,966
21109,Wholesale trade,42,33
21109,Retail Trade,44,202
21109,Transportation & Warehousing,48,92
21109,Information,51,257
21109,Finance & insurance,52,17
21109,"Professional, scientific, & technical services",54,5
21109,Administrative & support & waste management & remediation serv,56,3
21109,Educational services,61,0
21109,Health care & social assistance,62,248
21109,Accommodation & foodservices,72,68
21109,Other services (except public administration),81,0
21111,"Agriculture, forestry, fishing, & hunting",11,0
21111,Mining,21,193
21111,Utilities,22,0
21111,Construction,23,22283
21111,Manufacturing,31,52959
21111,Wholesale trade,42,25937
21111,Retail Trade,44,48315
21111,Transportation & Warehousing,48,26652
21111,Information,51,8969
21111,Finance & insurance,52,27986
21111,Real estate & rental & leasing,53,6337
21111,"Professional, scientific, & technical services",54,18851
21111,Management of companies & enterprises,55,15653
21111,Administrative & support & waste management & remediation serv,56,28251
21111,Educational services,61,8534
21111,Health care & social assistance,62,53884
21111,"Arts, entertainment, & recreation",71,5245
21111,Accommodation & foodservices,72,34160
21111,Other services (except public administration),81,21040
21111,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,3385
21111,Unclassified,99,0
21113,"Agriculture, forestry, fishing, & hunting",11,0
21113,Mining,21,0
21113,Utilities,22,54
21113,Construction,23,1460
21113,Manufacturing,31,2484
21113,Wholesale trade,42,1200
21113,Retail Trade,44,2235
21113,Transportation & Warehousing,48,121
21113,Information,51,218
21113,Finance & insurance,52,192
21113,Real estate & rental & leasing,53,189
21113,"Professional, scientific, & technical services",54,249
21113,Administrative & support & waste management & remediation serv,56,566
21113,Educational services,61,0
21113,Health care & social assistance,62,429
21113,"Arts, entertainment, & recreation",71,217
21113,Accommodation & foodservices,72,1114
21113,Other services (except public administration),81,725
21113,Unclassified,99,5
21115,"Agriculture, forestry, fishing, & hunting",11,6
21115,Mining,21,152
21115,Utilities,22,0
21115,Construction,23,258
21115,Manufacturing,31,382
21115,Wholesale trade,42,132
21115,Retail Trade,44,1410
21115,Transportation & Warehousing,48,225
21115,Information,51,168
21115,Finance & insurance,52,217
21115,Real estate & rental & leasing,53,52
21115,"Professional, scientific, & technical services",54,192
21115,Management of companies & enterprises,55,0
21115,Administrative & support & waste management & remediation serv,56,134
21115,Educational services,61,0
21115,Health care & social assistance,62,655
21115,"Arts, entertainment, & recreation",71,9
21115,Accommodation & foodservices,72,510
21115,Other services (except public administration),81,166
21115,Unclassified,99,17
21117,"Agriculture, forestry, fishing, & hunting",11,0
21117,Utilities,22,0
21117,Construction,23,5169
21117,Manufacturing,31,7190
21117,Wholesale trade,42,3207
21117,Retail Trade,44,6196
21117,Transportation & Warehousing,48,8227
21117,Information,51,817
21117,Finance & insurance,52,1523
21117,Real estate & rental & leasing,53,735
21117,"Professional, scientific, & technical services",54,2661
21117,Management of companies & enterprises,55,1973
21117,Administrative & support & waste management & remediation serv,56,3811
21117,Educational services,61,2606
21117,Health care & social assistance,62,8139
21117,"Arts, entertainment, & recreation",71,680
21117,Accommodation & foodservices,72,6850
21117,Other services (except public administration),81,2562
21117,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,1241
21117,Unclassified,99,0
21119,Mining,21,873
21119,Utilities,22,0
21119,Construction,23,74
21119,Manufacturing,31,17
21119,Wholesale trade,42,4
21119,Retail Trade,44,347
21119,Transportation & Warehousing,48,167
21119,Information,51,107
21119,Finance & insurance,52,47
21119,Real estate & rental & leasing,53,0
21119,"Professional, scientific, & technical services",54,63
21119,Management of companies & enterprises,55,0
21119,Administrative & support & waste management & remediation serv,56,46
21119,Educational services,61,0
21119,Health care & social assistance,62,306
21119,"Arts, entertainment, & recreation",71,0
21119,Accommodation & foodservices,72,110
21119,Other services (except public administration),81,112
21119,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21121,"Agriculture, forestry, fishing, & hunting",11,0
21121,Mining,21,131
21121,Utilities,22,0
21121,Construction,23,181
21121,Manufacturing,31,727
21121,Wholesale trade,42,102
21121,Retail Trade,44,1288
21121,Transportation & Warehousing,48,103
21121,Information,51,57
21121,Finance & insurance,52,157
21121,Real estate & rental & leasing,53,138
21121,"Professional, scientific, & technical services",54,134
21121,Management of companies & enterprises,55,13
21121,Administrative & support & waste management & remediation serv,56,124
21121,Educational services,61,0
21121,Health care & social assistance,62,1334
21121,"Arts, entertainment, & recreation",71,25
21121,Accommodation & foodservices,72,392
21121,Other services (except public administration),81,157
21121,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21121,Unclassified,99,0
21123,Utilities,22,0
21123,Construction,23,150
21123,Manufacturing,31,671
21123,Wholesale trade,42,22
21123,Retail Trade,44,233
21123,Transportation & Warehousing,48,0
21123,Information,51,0
21123,Finance & insurance,52,124
21123,Real estate & rental & leasing,53,0
21123,"Professional, scientific, & technical services",54,42
21123,Administrative & support & waste management & remediation serv,56,10
21123,Educational services,61,3
21123,Health care & social assistance,62,270
21123,"Arts, entertainment, & recreation",71,8
21123,Accommodation & foodservices,72,152
21123,Other services (except public administration),81,113
21123,Unclassified,99,0
21125,"Agriculture, forestry, fishing, & hunting",11,71
21125,Mining,21,826
21125,Utilities,22,61
21125,Construction,23,1391
21125,Manufacturing,31,3351
21125,Wholesale trade,42,1297
21125,Retail Trade,44,2793
21125,Transportation & Warehousing,48,418
21125,Information,51,672
21125,Finance & insurance,52,948
21125,Real estate & rental & leasing,53,186
21125,"Professional, scientific, & technical services",54,441
21125,Management of companies & enterprises,55,0
21125,Administrative & support & waste management & remediation serv,56,1080
21125,Educational services,61,0
21125,Health care & social assistance,62,1553
21125,"Arts, entertainment, & recreation",71,82
21125,Accommodation & foodservices,72,1847
21125,Other services (except public administration),81,635
21125,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21125,Unclassified,99,0
21127,"Agriculture, forestry, fishing, & hunting",11,0
21127,Mining,21,0
21127,Utilities,22,0
21127,Construction,23,35
21127,Manufacturing,31,0
21127,Wholesale trade,42,174
21127,Retail Trade,44,515
21127,Transportation & Warehousing,48,21
21127,Information,51,26
21127,Finance & insurance,52,65
21127,Real estate & rental & leasing,53,0
21127,"Professional, scientific, & technical services",54,37
21127,Administrative & support & waste management & remediation serv,56,15
21127,Health care & social assistance,62,513
21127,"Arts, entertainment, & recreation",71,0
21127,Accommodation & foodservices,72,277
21127,Other services (except public administration),81,106
21127,Unclassified,99,0
21129,Mining,21,0
21129,Utilities,22,0
21129,Construction,23,59
21129,Manufacturing,31,167
21129,Wholesale trade,42,0
21129,Retail Trade,44,211
21129,Transportation & Warehousing,48,0
21129,Information,51,0
21129,Finance & insurance,52,0
21129,Real estate & rental & leasing,53,7
21129,"Professional, scientific, & technical services",54,12
21129,Management of companies & enterprises,55,0
21129,Administrative & support & waste management & remediation serv,56,0
21129,Educational services,61,0
21129,Health care & social assistance,62,751
21129,Accommodation & foodservices,72,70
21129,Other services (except public administration),81,28
21129,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21129,Unclassified,99,0
21131,"Agriculture, forestry, fishing, & hunting",11,51
21131,Mining,21,0
21131,Construction,23,12
21131,Wholesale trade,42,0
21131,Retail Trade,44,207
21131,Transportation & Warehousing,48,100
21131,Information,51,0
21131,Finance & insurance,52,0
21131,Real estate & rental & leasing,53,22
21131,"Professional, scientific, & technical services",54,0
21131,Management of companies & enterprises,55,0
21131,Administrative & support & waste management & remediation serv,56,0
21131,Educational services,61,0
21131,Health care & social assistance,62,409
21131,Accommodation & foodservices,72,55
21131,Other services (except public administration),81,28
21131,Unclassified,99,0
21133,"Agriculture, forestry, fishing, & hunting",11,0
21133,Mining,21,1276
21133,Utilities,22,0
21133,Construction,23,139
21133,Manufacturing,31,108
21133,Wholesale trade,42,461
21133,Retail Trade,44,770
21133,Transportation & Warehousing,48,426
21133,Information,51,130
21133,Finance & insurance,52,161
21133,Real estate & rental & leasing,53,13
21133,"Professional, scientific, & technical services",54,178
21133,Management of companies & enterprises,55,81
21133,Administrative & support & waste management & remediation serv,56,2
21133,Health care & social assistance,62,853
21133,"Arts, entertainment, & recreation",71,0
21133,Accommodation & foodservices,72,303
21133,Other services (except public administration),81,150
21133,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21133,Unclassified,99,0
21135,"Agriculture, forestry, fishing, & hunting",11,37
21135,Mining,21,0
21135,Construction,23,57
21135,Manufacturing,31,242
21135,Wholesale trade,42,25
21135,Retail Trade,44,230
21135,Transportation & Warehousing,48,0
21135,Information,51,12
21135,Finance & insurance,52,93
21135,Real estate & rental & leasing,53,10
21135,"Professional, scientific, & technical services",54,35
21135,Management of companies & enterprises,55,0
21135,Educational services,61,0
21135,Health care & social assistance,62,198
21135,Accommodation & foodservices,72,43
21135,Other services (except public administration),81,0
21135,Unclassified,99,0
21137,"Agriculture, forestry, fishing, & hunting",11,0
21137,Construction,23,255
21137,Manufacturing,31,738
21137,Wholesale trade,42,79
21137,Retail Trade,44,529
21137,Transportation & Warehousing,48,56
21137,Information,51,28
21137,Finance & insurance,52,262
21137,Real estate & rental & leasing,53,7
21137,"Professional, scientific, & technical services",54,76
21137,Administrative & support & waste management & remediation serv,56,27
21137,Educational services,61,0
21137,Health care & social assistance,62,524
21137,"Arts, entertainment, & recreation",71,0
21137,Accommodation & foodservices,72,181
21137,Other services (except public administration),81,105
21137,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21137,Unclassified,99,13
21139,"Agriculture, forestry, fishing, & hunting",11,0
21139,Mining,21,323
21139,Construction,23,95
21139,Manufacturing,31,81
21139,Wholesale trade,42,36
21139,Retail Trade,44,192
21139,Transportation & Warehousing,48,199
21139,Information,51,0
21139,Finance & insurance,52,31
21139,Real estate & rental & leasing,53,0
21139,"Professional, scientific, & technical services",54,23
21139,Administrative & support & waste management & remediation serv,56,0
21139,Educational services,61,0
21139,Health care & social assistance,62,279
21139,"Arts, entertainment, & recreation",71,73
21139,Accommodation & foodservices,72,283
21139,Other services (except public administration),81,52
21139,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
21139,Unclassified,99,0
21141,"Agriculture, forestry, fishing, & hunting",11,0
21141,Mining,21,0
21141,Utilities,22,0
21141,Construction,23,320
21141,Manufacturing,31,3802
21141,Wholesale trade,42,198
21141,Retail Trade,44,905
21141,Transportation & Warehousing,48,0
21141,Information,51,131
21141,Finance & insurance,52,194
21141,Real estate & rental & leasing,53,32
21141,"Professional, scientific, & technical services",54,117
21141,Management of companies & enterprises,55,0
21141,Administrative & support & waste management & remediation serv,56,323
21141,Educational services,61,17
21141,Health care & social assistance,62,696
21141,"Arts, entertainment, & recreation",71,73
21141,Accommodation & foodservices,72,417
21141,Other services (except public administration),81,251
21141,Unclassified,99,0
21143,"Agriculture, forestry, fishing, & hunting",11,0
21143,Utilities,22,0
21143,Construction,23,91
21143,Manufacturing,31,0
21143,Wholesale trade,42,20
21143,Retail Trade,44,355
21143,Transportation & Warehousing,48,0
21143,Information,51,0
21143,Finance & insurance,52,32
21143,Real estate & rental & leasing,53,0
21143,"Professional, scientific, & technical services",54,0
21143,Administrative & support & waste management & remediation serv,56,0
21143,Educational services,61,0
21143,Health care & social assistance,62,245
21143,"Arts, entertainment, & recreation",71,49
21143,Accommodation & foodservices,72,293
21143,Other services (except public administration),81,49
21143,Unclassified,99,0
