cty,industry,industry_naics_code,industry_employment
54101,Health care & social assistance,62,441
54101,"Arts, entertainment, & recreation",71,0
54101,Accommodation & foodservices,72,64
54101,Other services (except public administration),81,38
54101,Unclassified,99,8
54103,"Agriculture, forestry, fishing, & hunting",11,0
54103,Mining,21,0
54103,Utilities,22,0
54103,Construction,23,141
54103,Manufacturing,31,0
54103,Wholesale trade,42,66
54103,Retail Trade,44,1106
54103,Transportation & Warehousing,48,200
54103,Information,51,50
54103,Finance & insurance,52,168
54103,Real estate & rental & leasing,53,36
54103,"Professional, scientific, & technical services",54,92
54103,Administrative & support & waste management & remediation serv,56,70
54103,Health care & social assistance,62,518
54103,"Arts, entertainment, & recreation",71,0
54103,Accommodation & foodservices,72,524
54103,Other services (except public administration),81,193
54103,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
54103,Unclassified,99,0
54105,"Agriculture, forestry, fishing, & hunting",11,0
54105,Mining,21,0
54105,Utilities,22,0
54105,Construction,23,31
54105,Manufacturing,31,0
54105,Wholesale trade,42,0
54105,Retail Trade,44,0
54105,Information,51,0
54105,Finance & insurance,52,19
54105,Real estate & rental & leasing,53,10
54105,"Professional, scientific, & technical services",54,0
54105,Administrative & support & waste management & remediation serv,56,0
54105,Health care & social assistance,62,0
54105,"Arts, entertainment, & recreation",71,0
54105,Accommodation & foodservices,72,9
54105,Other services (except public administration),81,48
54105,Unclassified,99,0
54107,"Agriculture, forestry, fishing, & hunting",11,15
54107,Mining,21,95
54107,Utilities,22,169
54107,Construction,23,1940
54107,Manufacturing,31,7589
54107,Wholesale trade,42,1221
54107,Retail Trade,44,6573
54107,Transportation & Warehousing,48,641
54107,Information,51,848
54107,Finance & insurance,52,1489
54107,Real estate & rental & leasing,53,416
54107,"Professional, scientific, & technical services",54,1005
54107,Management of companies & enterprises,55,285
54107,Administrative & support & waste management & remediation serv,56,1741
54107,Educational services,61,587
54107,Health care & social assistance,62,5842
54107,"Arts, entertainment, & recreation",71,333
54107,Accommodation & foodservices,72,3612
54107,Other services (except public administration),81,1799
54107,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,827
54107,Unclassified,99,10
54109,"Agriculture, forestry, fishing, & hunting",11,46
54109,Mining,21,967
54109,Utilities,22,45
54109,Construction,23,204
54109,Manufacturing,31,115
54109,Wholesale trade,42,60
54109,Retail Trade,44,720
54109,Transportation & Warehousing,48,315
54109,Information,51,28
54109,Finance & insurance,52,94
54109,Real estate & rental & leasing,53,17
54109,"Professional, scientific, & technical services",54,76
54109,Management of companies & enterprises,55,0
54109,Administrative & support & waste management & remediation serv,56,149
54109,Educational services,61,0
54109,Health care & social assistance,62,890
54109,"Arts, entertainment, & recreation",71,0
54109,Accommodation & foodservices,72,244
54109,Other services (except public administration),81,113
54109,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
54109,Unclassified,99,9
54999,Mining,21,888
54999,Utilities,22,0
54999,Construction,23,0
54999,Wholesale trade,42,4
54999,Retail Trade,44,0
54999,Transportation & Warehousing,48,0
54999,Information,51,0
54999,Finance & insurance,52,0
54999,"Professional, scientific, & technical services",54,0
54999,Administrative & support & waste management & remediation serv,56,0
54999,Health care & social assistance,62,0
55001,"Agriculture, forestry, fishing, & hunting",11,30
55001,Utilities,22,0
55001,Construction,23,116
55001,Manufacturing,31,474
55001,Wholesale trade,42,121
55001,Retail Trade,44,318
55001,Transportation & Warehousing,48,61
55001,Information,51,0
55001,Finance & insurance,52,60
55001,Real estate & rental & leasing,53,16
55001,"Professional, scientific, & technical services",54,51
55001,Administrative & support & waste management & remediation serv,56,58
55001,Health care & social assistance,62,384
55001,"Arts, entertainment, & recreation",71,17
55001,Accommodation & foodservices,72,407
55001,Other services (except public administration),81,84
55001,Unclassified,99,1
55003,"Agriculture, forestry, fishing, & hunting",11,49
55003,Utilities,22,0
55003,Construction,23,297
55003,Manufacturing,31,1661
55003,Wholesale trade,42,173
55003,Retail Trade,44,980
55003,Transportation & Warehousing,48,202
55003,Information,51,156
55003,Finance & insurance,52,187
55003,Real estate & rental & leasing,53,47
55003,"Professional, scientific, & technical services",54,144
55003,Administrative & support & waste management & remediation serv,56,0
55003,Educational services,61,0
55003,Health care & social assistance,62,1457
55003,"Arts, entertainment, & recreation",71,0
55003,Accommodation & foodservices,72,833
55003,Other services (except public administration),81,270
55003,Unclassified,99,3
55005,"Agriculture, forestry, fishing, & hunting",11,20
55005,Mining,21,0
55005,Utilities,22,78
55005,Construction,23,621
55005,Manufacturing,31,5552
55005,Wholesale trade,42,810
55005,Retail Trade,44,2909
55005,Transportation & Warehousing,48,272
55005,Information,51,330
55005,Finance & insurance,52,418
55005,Real estate & rental & leasing,53,84
55005,"Professional, scientific, & technical services",54,293
55005,Management of companies & enterprises,55,55
55005,Administrative & support & waste management & remediation serv,56,498
55005,Educational services,61,0
55005,Health care & social assistance,62,2160
55005,"Arts, entertainment, & recreation",71,104
55005,Accommodation & foodservices,72,1561
55005,Other services (except public administration),81,654
55005,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55005,Unclassified,99,26
55007,"Agriculture, forestry, fishing, & hunting",11,0
55007,Utilities,22,0
55007,Construction,23,242
55007,Manufacturing,31,194
55007,Wholesale trade,42,51
55007,Retail Trade,44,377
55007,Transportation & Warehousing,48,60
55007,Information,51,67
55007,Finance & insurance,52,84
55007,Real estate & rental & leasing,53,24
55007,"Professional, scientific, & technical services",54,27
55007,Management of companies & enterprises,55,0
55007,Administrative & support & waste management & remediation serv,56,45
55007,Educational services,61,0
55007,Health care & social assistance,62,219
55007,"Arts, entertainment, & recreation",71,150
55007,Accommodation & foodservices,72,737
55007,Other services (except public administration),81,93
55007,Unclassified,99,0
55009,"Agriculture, forestry, fishing, & hunting",11,0
55009,Mining,21,0
55009,Utilities,22,0
55009,Construction,23,6633
55009,Manufacturing,31,26624
55009,Wholesale trade,42,7316
55009,Retail Trade,44,16653
55009,Transportation & Warehousing,48,8031
55009,Information,51,2835
55009,Finance & insurance,52,9972
55009,Real estate & rental & leasing,53,1258
55009,"Professional, scientific, & technical services",54,4782
55009,Management of companies & enterprises,55,2720
55009,Administrative & support & waste management & remediation serv,56,6960
55009,Educational services,61,2315
55009,Health care & social assistance,62,15230
55009,"Arts, entertainment, & recreation",71,1567
55009,Accommodation & foodservices,72,10542
55009,Other services (except public administration),81,5086
55009,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,1039
55009,Unclassified,99,0
55011,"Agriculture, forestry, fishing, & hunting",11,16
55011,Utilities,22,0
55011,Construction,23,163
55011,Manufacturing,31,322
55011,Wholesale trade,42,87
55011,Retail Trade,44,359
55011,Transportation & Warehousing,48,0
55011,Information,51,0
55011,Finance & insurance,52,140
55011,Real estate & rental & leasing,53,0
55011,"Professional, scientific, & technical services",54,79
55011,Management of companies & enterprises,55,0
55011,Administrative & support & waste management & remediation serv,56,63
55011,Educational services,61,0
55011,Health care & social assistance,62,401
55011,"Arts, entertainment, & recreation",71,0
55011,Accommodation & foodservices,72,410
55011,Other services (except public administration),81,134
55011,Unclassified,99,0
55013,"Agriculture, forestry, fishing, & hunting",11,45
55013,Utilities,22,0
55013,Construction,23,241
55013,Manufacturing,31,983
55013,Wholesale trade,42,0
55013,Retail Trade,44,479
55013,Transportation & Warehousing,48,0
55013,Information,51,56
55013,Finance & insurance,52,56
55013,Real estate & rental & leasing,53,50
55013,"Professional, scientific, & technical services",54,66
55013,Management of companies & enterprises,55,0
55013,Administrative & support & waste management & remediation serv,56,0
55013,Educational services,61,0
55013,Health care & social assistance,62,626
55013,"Arts, entertainment, & recreation",71,76
55013,Accommodation & foodservices,72,442
55013,Other services (except public administration),81,155
55013,Unclassified,99,2
55015,"Agriculture, forestry, fishing, & hunting",11,0
55015,Mining,21,0
55015,Utilities,22,0
55015,Construction,23,575
55015,Manufacturing,31,5222
55015,Wholesale trade,42,553
55015,Retail Trade,44,1405
55015,Transportation & Warehousing,48,269
55015,Information,51,86
55015,Finance & insurance,52,313
55015,Real estate & rental & leasing,53,57
55015,"Professional, scientific, & technical services",54,163
55015,Management of companies & enterprises,55,0
55015,Administrative & support & waste management & remediation serv,56,133
55015,Educational services,61,116
55015,Health care & social assistance,62,642
55015,"Arts, entertainment, & recreation",71,161
55015,Accommodation & foodservices,72,995
55015,Other services (except public administration),81,495
55015,Unclassified,99,19
55017,"Agriculture, forestry, fishing, & hunting",11,23
55017,Utilities,22,0
55017,Construction,23,591
55017,Manufacturing,31,5457
55017,Wholesale trade,42,677
55017,Retail Trade,44,2846
55017,Transportation & Warehousing,48,582
55017,Information,51,231
55017,Finance & insurance,52,390
55017,Real estate & rental & leasing,53,82
55017,"Professional, scientific, & technical services",54,315
55017,Management of companies & enterprises,55,119
55017,Administrative & support & waste management & remediation serv,56,432
55017,Educational services,61,161
55017,Health care & social assistance,62,2691
55017,"Arts, entertainment, & recreation",71,232
55017,Accommodation & foodservices,72,1758
55017,Other services (except public administration),81,622
55017,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55017,Unclassified,99,0
55019,"Agriculture, forestry, fishing, & hunting",11,15
55019,Mining,21,0
55019,Utilities,22,0
55019,Construction,23,435
55019,Manufacturing,31,3177
55019,Wholesale trade,42,420
55019,Retail Trade,44,1123
55019,Transportation & Warehousing,48,361
55019,Information,51,97
55019,Finance & insurance,52,270
55019,Real estate & rental & leasing,53,33
55019,"Professional, scientific, & technical services",54,132
55019,Management of companies & enterprises,55,0
55019,Administrative & support & waste management & remediation serv,56,0
55019,Educational services,61,23
55019,Health care & social assistance,62,1441
55019,"Arts, entertainment, & recreation",71,52
55019,Accommodation & foodservices,72,422
55019,Other services (except public administration),81,334
55019,Unclassified,99,0
55021,"Agriculture, forestry, fishing, & hunting",11,0
55021,Mining,21,0
55021,Utilities,22,0
55021,Construction,23,939
55021,Manufacturing,31,5043
55021,Wholesale trade,42,823
55021,Retail Trade,44,2673
55021,Transportation & Warehousing,48,427
55021,Information,51,160
55021,Finance & insurance,52,482
55021,Real estate & rental & leasing,53,0
55021,"Professional, scientific, & technical services",54,315
55021,Management of companies & enterprises,55,21
55021,Administrative & support & waste management & remediation serv,56,348
55021,Educational services,61,74
55021,Health care & social assistance,62,1918
55021,"Arts, entertainment, & recreation",71,468
55021,Accommodation & foodservices,72,1890
55021,Other services (except public administration),81,902
55021,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55021,Unclassified,99,16
55023,"Agriculture, forestry, fishing, & hunting",11,6
55023,Mining,21,0
55023,Utilities,22,0
55023,Construction,23,136
55023,Manufacturing,31,1979
55023,Wholesale trade,42,245
55023,Retail Trade,44,1585
55023,Transportation & Warehousing,48,0
55023,Information,51,129
55023,Finance & insurance,52,139
55023,Real estate & rental & leasing,53,27
55023,"Professional, scientific, & technical services",54,66
55023,Management of companies & enterprises,55,0
55023,Administrative & support & waste management & remediation serv,56,249
55023,Educational services,61,51
55023,Health care & social assistance,62,1260
55023,"Arts, entertainment, & recreation",71,0
55023,Accommodation & foodservices,72,627
55023,Other services (except public administration),81,139
55023,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55023,Unclassified,99,0
55025,"Agriculture, forestry, fishing, & hunting",11,175
55025,Mining,21,153
55025,Utilities,22,1094
55025,Construction,23,14826
55025,Manufacturing,31,27166
55025,Wholesale trade,42,12125
55025,Retail Trade,44,31371
55025,Transportation & Warehousing,48,4509
55025,Information,51,6924
55025,Finance & insurance,52,19838
55025,Real estate & rental & leasing,53,3888
55025,"Professional, scientific, & technical services",54,15890
55025,Management of companies & enterprises,55,6667
55025,Administrative & support & waste management & remediation serv,56,13702
55025,Educational services,61,2450
55025,Health care & social assistance,62,30990
55025,"Arts, entertainment, & recreation",71,3371
55025,Accommodation & foodservices,72,19655
55025,Other services (except public administration),81,12151
55025,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,2272
55025,Unclassified,99,106
55027,"Agriculture, forestry, fishing, & hunting",11,0
55027,Mining,21,0
55027,Utilities,22,0
55027,Construction,23,1491
55027,Manufacturing,31,12310
55027,Wholesale trade,42,932
55027,Retail Trade,44,3228
55027,Transportation & Warehousing,48,933
55027,Information,51,343
55027,Finance & insurance,52,576
55027,Real estate & rental & leasing,53,122
55027,"Professional, scientific, & technical services",54,499
55027,Management of companies & enterprises,55,0
55027,Administrative & support & waste management & remediation serv,56,691
55027,Educational services,61,256
55027,Health care & social assistance,62,3561
55027,"Arts, entertainment, & recreation",71,343
55027,Accommodation & foodservices,72,1875
55027,Other services (except public administration),81,1219
55027,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55027,Unclassified,99,0
55029,"Agriculture, forestry, fishing, & hunting",11,5
55029,Mining,21,0
55029,Utilities,22,0
55029,Construction,23,845
55029,Wholesale trade,42,168
55029,Manufacturing,31,2523
55029,Unclassified,99,0
55031,"Agriculture, forestry, fishing, & hunting",11,0
55031,Mining,21,0
55031,Utilities,22,247
55031,Construction,23,1124
55031,Manufacturing,31,1429
55029,Retail Trade,44,1893
55029,Transportation & Warehousing,48,97
55029,Information,51,318
55029,Finance & insurance,52,319
55029,Real estate & rental & leasing,53,241
55029,"Professional, scientific, & technical services",54,318
55029,Management of companies & enterprises,55,0
55029,Administrative & support & waste management & remediation serv,56,225
55029,Educational services,61,59
55029,Health care & social assistance,62,1237
55029,"Arts, entertainment, & recreation",71,271
55029,Accommodation & foodservices,72,2103
55029,Other services (except public administration),81,794
55031,Wholesale trade,42,886
55031,Retail Trade,44,2306
55031,Transportation & Warehousing,48,596
55031,Information,51,134
55031,Finance & insurance,52,332
55031,Real estate & rental & leasing,53,79
55031,"Professional, scientific, & technical services",54,324
55031,Management of companies & enterprises,55,147
55031,Administrative & support & waste management & remediation serv,56,922
55031,Educational services,61,0
55031,Health care & social assistance,62,1938
55031,"Arts, entertainment, & recreation",71,170
55031,Accommodation & foodservices,72,2058
55031,Other services (except public administration),81,1288
55031,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55031,Unclassified,99,13
55033,"Agriculture, forestry, fishing, & hunting",11,0
55033,Mining,21,0
55033,Utilities,22,50
55033,Construction,23,736
55033,Manufacturing,31,1996
55033,Wholesale trade,42,496
55033,Retail Trade,44,1924
55033,Transportation & Warehousing,48,662
55033,Information,51,109
55033,Finance & insurance,52,415
55033,Real estate & rental & leasing,53,99
55033,"Professional, scientific, & technical services",54,456
55033,Management of companies & enterprises,55,42
55033,Administrative & support & waste management & remediation serv,56,524
55033,Educational services,61,0
55033,Health care & social assistance,62,1926
55033,"Arts, entertainment, & recreation",71,72
55033,Accommodation & foodservices,72,1500
55033,Other services (except public administration),81,573
55033,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55033,Unclassified,99,0
55035,"Agriculture, forestry, fishing, & hunting",11,0
55035,Mining,21,0
55035,Utilities,22,0
55035,Construction,23,2010
55035,Manufacturing,31,6222
55035,Wholesale trade,42,2093
55035,Retail Trade,44,8038
55035,Transportation & Warehousing,48,759
55035,Information,51,1268
55035,Finance & insurance,52,2606
55035,Real estate & rental & leasing,53,496
55035,"Professional, scientific, & technical services",54,1635
55035,Management of companies & enterprises,55,1226
55035,Administrative & support & waste management & remediation serv,56,2691
55035,Educational services,61,969
55035,Health care & social assistance,62,7835
55035,"Arts, entertainment, & recreation",71,387
55035,Accommodation & foodservices,72,4848
55035,Other services (except public administration),81,2459
55035,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,982
55035,Unclassified,99,12
55037,"Agriculture, forestry, fishing, & hunting",11,17
55037,Construction,23,0
55037,Manufacturing,31,212
55037,Wholesale trade,42,15
55037,Retail Trade,44,94
55037,Transportation & Warehousing,48,0
55037,Information,51,0
55037,Finance & insurance,52,0
55037,Real estate & rental & leasing,53,0
55037,"Professional, scientific, & technical services",54,8
55037,Administrative & support & waste management & remediation serv,56,0
55037,Health care & social assistance,62,0
55037,"Arts, entertainment, & recreation",71,0
55037,Accommodation & foodservices,72,0
55037,Other services (except public administration),81,0
55037,Unclassified,99,0
55039,"Agriculture, forestry, fishing, & hunting",11,0
55039,Mining,21,299
55039,Utilities,22,0
55039,Construction,23,3601
55039,Manufacturing,31,11589
55039,Wholesale trade,42,1427
55039,Retail Trade,44,6220
55039,Transportation & Warehousing,48,1211
55039,Information,51,1050
55039,Finance & insurance,52,1630
55039,Real estate & rental & leasing,53,332
55039,"Professional, scientific, & technical services",54,2198
55039,Management of companies & enterprises,55,456
55039,Administrative & support & waste management & remediation serv,56,1387
55039,Educational services,61,1136
55039,Health care & social assistance,62,5273
55039,"Arts, entertainment, & recreation",71,423
55039,Accommodation & foodservices,72,3569
55039,Other services (except public administration),81,2242
55039,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55039,Unclassified,99,41
55041,"Agriculture, forestry, fishing, & hunting",11,83
55041,Mining,21,0
55041,Utilities,22,0
55041,Construction,23,117
55041,Manufacturing,31,372
55041,Wholesale trade,42,79
55041,Retail Trade,44,325
55041,Transportation & Warehousing,48,183
55041,Information,51,18
55041,Finance & insurance,52,79
55041,Real estate & rental & leasing,53,0
55041,"Professional, scientific, & technical services",54,85
55041,Administrative & support & waste management & remediation serv,56,18
55041,Educational services,61,0
55041,Health care & social assistance,62,288
55041,"Arts, entertainment, & recreation",71,0
55041,Accommodation & foodservices,72,212
55041,Other services (except public administration),81,69
55043,"Agriculture, forestry, fishing, & hunting",11,72
55043,Mining,21,0
55043,Utilities,22,99
55043,Construction,23,605
55043,Manufacturing,31,3028
55043,Wholesale trade,42,654
55043,Retail Trade,44,2301
55043,Transportation & Warehousing,48,353
55043,Information,51,334
55043,Finance & insurance,52,815
55043,Real estate & rental & leasing,53,106
55043,"Professional, scientific, & technical services",54,400
55043,Management of companies & enterprises,55,0
55043,Administrative & support & waste management & remediation serv,56,278
55043,Educational services,61,206
55043,Health care & social assistance,62,1956
55043,"Arts, entertainment, & recreation",71,91
55043,Accommodation & foodservices,72,1463
55043,Other services (except public administration),81,1034
55043,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55043,Unclassified,99,10
55045,"Agriculture, forestry, fishing, & hunting",11,0
55045,Mining,21,0
55045,Utilities,22,0
55045,Construction,23,442
55045,Manufacturing,31,3128
55045,Wholesale trade,42,582
55045,Retail Trade,44,3079
55045,Transportation & Warehousing,48,233
55045,Information,51,460
55045,Finance & insurance,52,371
55045,Real estate & rental & leasing,53,50
55045,"Professional, scientific, & technical services",54,278
55045,Management of companies & enterprises,55,0
55045,Administrative & support & waste management & remediation serv,56,130
55045,Educational services,61,6
55045,Health care & social assistance,62,1988
55045,"Arts, entertainment, & recreation",71,122
55045,Accommodation & foodservices,72,1008
55045,Other services (except public administration),81,541
55045,Unclassified,99,0
55047,"Agriculture, forestry, fishing, & hunting",11,0
55047,Mining,21,0
55047,Utilities,22,0
55047,Construction,23,365
55047,Manufacturing,31,1905
55047,Wholesale trade,42,115
55047,Retail Trade,44,1240
55047,Transportation & Warehousing,48,237
55047,Information,51,85
55047,Finance & insurance,52,192
55047,Real estate & rental & leasing,53,53
55047,"Professional, scientific, & technical services",54,136
55047,Administrative & support & waste management & remediation serv,56,169
55047,Educational services,61,41
55047,Health care & social assistance,62,1071
55047,"Arts, entertainment, & recreation",71,77
55047,Accommodation & foodservices,72,633
55047,Other services (except public administration),81,405
55047,Unclassified,99,6
55049,"Agriculture, forestry, fishing, & hunting",11,12
55049,Mining,21,0
55049,Utilities,22,0
55049,Construction,23,419
55049,Manufacturing,31,973
55049,Wholesale trade,42,381
55049,Retail Trade,44,5343
55049,Transportation & Warehousing,48,190
55049,Information,51,68
55049,Finance & insurance,52,191
55049,Real estate & rental & leasing,53,54
55049,"Professional, scientific, & technical services",54,179
55049,Administrative & support & waste management & remediation serv,56,114
55049,Educational services,61,0
55049,Health care & social assistance,62,859
55049,"Arts, entertainment, & recreation",71,153
55049,Accommodation & foodservices,72,660
55049,Other services (except public administration),81,209
55049,Unclassified,99,2
55051,"Agriculture, forestry, fishing, & hunting",11,60
55051,Mining,21,0
55051,Utilities,22,0
55051,Construction,23,262
55051,Manufacturing,31,334
55051,Wholesale trade,42,72
55051,Retail Trade,44,368
55051,Transportation & Warehousing,48,0
55051,Finance & insurance,52,0
55051,Real estate & rental & leasing,53,54
55051,"Professional, scientific, & technical services",54,28
55051,Administrative & support & waste management & remediation serv,56,38
55051,Educational services,61,0
55051,Health care & social assistance,62,315
55051,"Arts, entertainment, & recreation",71,9
55051,Accommodation & foodservices,72,357
55051,Other services (except public administration),81,80
55053,"Agriculture, forestry, fishing, & hunting",11,19
55053,Mining,21,0
55053,Utilities,22,0
55053,Construction,23,560
55053,Manufacturing,31,855
55053,Wholesale trade,42,46
55053,Retail Trade,44,850
55053,Transportation & Warehousing,48,0
55053,Information,51,67
55053,Finance & insurance,52,194
55053,Real estate & rental & leasing,53,21
55053,"Professional, scientific, & technical services",54,126
55053,Administrative & support & waste management & remediation serv,56,39
55053,Educational services,61,0
55053,Health care & social assistance,62,557
55053,"Arts, entertainment, & recreation",71,0
55053,Accommodation & foodservices,72,575
55053,Other services (except public administration),81,186
55053,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55053,Unclassified,99,0
55055,"Agriculture, forestry, fishing, & hunting",11,9
55055,Mining,21,0
55055,Utilities,22,0
55055,Construction,23,1065
55055,Manufacturing,31,11862
55055,Wholesale trade,42,1776
55055,Retail Trade,44,3690
55055,Transportation & Warehousing,48,946
55055,Information,51,479
55055,Finance & insurance,52,631
55055,Real estate & rental & leasing,53,186
55055,"Professional, scientific, & technical services",54,527
55055,Management of companies & enterprises,55,160
55055,Administrative & support & waste management & remediation serv,56,1864
55055,Educational services,61,796
55055,Health care & social assistance,62,3760
55055,"Arts, entertainment, & recreation",71,689
55055,Accommodation & foodservices,72,2264
55055,Other services (except public administration),81,1435
55055,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,194
55055,Unclassified,99,0
55057,"Agriculture, forestry, fishing, & hunting",11,4
55057,Mining,21,0
55057,Utilities,22,0
55057,Construction,23,286
55057,Manufacturing,31,2719
55057,Wholesale trade,42,153
55057,Retail Trade,44,1021
55057,Transportation & Warehousing,48,302
55057,Information,51,0
55057,Finance & insurance,52,173
55057,Real estate & rental & leasing,53,33
55057,"Professional, scientific, & technical services",54,134
55057,Management of companies & enterprises,55,44
55057,Administrative & support & waste management & remediation serv,56,102
55057,Educational services,61,0
55057,Health care & social assistance,62,888
55057,"Arts, entertainment, & recreation",71,97
55057,Accommodation & foodservices,72,1780
55057,Other services (except public administration),81,319
55057,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55057,Unclassified,99,9
55059,"Agriculture, forestry, fishing, & hunting",11,0
55059,Mining,21,0
55059,Utilities,22,0
55059,Construction,23,2795
55059,Manufacturing,31,11013
55059,Wholesale trade,42,2400
55059,Retail Trade,44,7178
55059,Transportation & Warehousing,48,1504
55059,Information,51,519
55059,Finance & insurance,52,844
55059,Real estate & rental & leasing,53,487
55059,"Professional, scientific, & technical services",54,1007
55059,Management of companies & enterprises,55,1207
55059,Administrative & support & waste management & remediation serv,56,2460
55059,Educational services,61,1218
55059,Health care & social assistance,62,6930
55059,"Arts, entertainment, & recreation",71,1114
55059,Accommodation & foodservices,72,5145
55059,Other services (except public administration),81,2503
55059,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55059,Unclassified,99,0
55061,"Agriculture, forestry, fishing, & hunting",11,13
55061,Mining,21,0
55061,Construction,23,521
55061,Manufacturing,31,2401
55061,Wholesale trade,42,117
55061,Retail Trade,44,629
55061,Transportation & Warehousing,48,117
55061,Information,51,0
55061,Finance & insurance,52,177
55061,Real estate & rental & leasing,53,0
55061,"Professional, scientific, & technical services",54,122
55061,Administrative & support & waste management & remediation serv,56,0
55061,Educational services,61,82
55061,Health care & social assistance,62,669
55061,"Arts, entertainment, & recreation",71,53
55061,Accommodation & foodservices,72,425
55061,Other services (except public administration),81,201
55061,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55061,Unclassified,99,7
55063,"Agriculture, forestry, fishing, & hunting",11,35
55063,Mining,21,0
55063,Utilities,22,0
55063,Construction,23,2285
55063,Manufacturing,31,9424
55063,Wholesale trade,42,3250
55063,Retail Trade,44,9234
55063,Transportation & Warehousing,48,950
55063,Information,51,1017
55063,Finance & insurance,52,2264
55063,Real estate & rental & leasing,53,854
55063,"Professional, scientific, & technical services",54,1940
55063,Management of companies & enterprises,55,1060
55063,Administrative & support & waste management & remediation serv,56,2312
55063,Educational services,61,1067
55063,Health care & social assistance,62,11237
55063,"Arts, entertainment, & recreation",71,805
55063,Accommodation & foodservices,72,5906
55063,Other services (except public administration),81,2519
55063,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,854
55063,Unclassified,99,25
55065,"Agriculture, forestry, fishing, & hunting",11,0
55065,Utilities,22,0
55065,Construction,23,109
55065,Manufacturing,31,645
55065,Wholesale trade,42,208
55065,Retail Trade,44,494
55065,Transportation & Warehousing,48,692
55065,Information,51,17
55065,Finance & insurance,52,160
55065,Real estate & rental & leasing,53,6
55065,"Professional, scientific, & technical services",54,57
55065,Administrative & support & waste management & remediation serv,56,8
55065,Educational services,61,0
55065,Health care & social assistance,62,205
55065,"Arts, entertainment, & recreation",71,0
55065,Accommodation & foodservices,72,183
55065,Other services (except public administration),81,149
55065,Unclassified,99,0
55067,"Agriculture, forestry, fishing, & hunting",11,0
55067,Mining,21,0
55067,Utilities,22,0
55067,Construction,23,240
55067,Manufacturing,31,1651
55067,Wholesale trade,42,309
55067,Retail Trade,44,1204
55067,Transportation & Warehousing,48,385
55067,Information,51,116
55067,Finance & insurance,52,214
55067,Real estate & rental & leasing,53,70
55067,"Professional, scientific, & technical services",54,82
55067,Management of companies & enterprises,55,0
55067,Administrative & support & waste management & remediation serv,56,140
55067,Educational services,61,0
55067,Health care & social assistance,62,878
55067,"Arts, entertainment, & recreation",71,28
55067,Accommodation & foodservices,72,747
55067,Other services (except public administration),81,338
55067,Unclassified,99,0
55069,"Agriculture, forestry, fishing, & hunting",11,25
55069,Mining,21,0
55069,Construction,23,423
55069,Manufacturing,31,3209
55069,Wholesale trade,42,219
55069,Retail Trade,44,1580
55069,Transportation & Warehousing,48,359
55069,Information,51,60
55069,Finance & insurance,52,227
55069,Real estate & rental & leasing,53,78
55069,"Professional, scientific, & technical services",54,150
55069,Management of companies & enterprises,55,151
55069,Administrative & support & waste management & remediation serv,56,131
55069,Educational services,61,0
55069,Health care & social assistance,62,1032
55069,"Arts, entertainment, & recreation",71,113
55069,Accommodation & foodservices,72,833
55069,Other services (except public administration),81,526
55069,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55069,Unclassified,99,12
55071,"Agriculture, forestry, fishing, & hunting",11,62
55071,Mining,21,32
55071,Utilities,22,0
55071,Construction,23,1554
55071,Manufacturing,31,13129
55071,Wholesale trade,42,674
55071,Retail Trade,44,4255
55071,Transportation & Warehousing,48,981
55071,Information,51,416
55071,Finance & insurance,52,780
55071,Real estate & rental & leasing,53,384
55071,"Professional, scientific, & technical services",54,711
55071,Management of companies & enterprises,55,166
55071,Administrative & support & waste management & remediation serv,56,569
55071,Educational services,61,523
55071,Health care & social assistance,62,4124
55071,"Arts, entertainment, & recreation",71,424
55071,Accommodation & foodservices,72,2793
55071,Other services (except public administration),81,1289
55071,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55071,Unclassified,99,7
55073,"Agriculture, forestry, fishing, & hunting",11,68
55073,Mining,21,0
55073,Utilities,22,0
55073,Construction,23,2829
55073,Manufacturing,31,17695
55073,Wholesale trade,42,4177
55073,Retail Trade,44,8263
55073,Transportation & Warehousing,48,2392
55073,Information,51,973
