fipstate,fipscty,naics,emp,description
31,017,44,237,Retail Trade
31,019,31,4112,Manufacturing
31,021,44,255,Retail Trade
31,023,31,497,Manufacturing
31,025,44,663,Retail Trade
31,027,44,331,Retail Trade
31,029,44,230,Retail Trade
31,031,44,453,Retail Trade
31,033,44,1629,Retail Trade
31,035,44,227,Retail Trade
31,037,44,428,Retail Trade
31,039,31,837,Manufacturing
31,041,62,647,Health care & social assistance
31,043,31,5360,Manufacturing
31,045,44,615,Retail Trade
31,047,31,4259,Manufacturing
31,049,44,205,Retail Trade
31,051,62,237,Health care & social assistance
31,053,31,3378,Manufacturing
31,055,62,37558,Health care & social assistance
31,057,62,189,Health care & social assistance
31,059,62,347,Health care & social assistance
31,061,62,199,Health care & social assistance
31,063,62,90,Health care & social assistance
31,065,62,348,Health care & social assistance
31,067,31,1889,Manufacturing
31,069,44,87,Retail Trade
31,071,44,141,Retail Trade
31,073,81,45,Other services (except public administration)
31,075,81,8,Other services (except public administration)
31,077,44,123,Retail Trade
31,079,31,6384,Manufacturing
31,081,31,687,Manufacturing
31,083,62,151,Health care & social assistance
31,085,81,5,Other services (except public administration)
31,087,44,88,Retail Trade
31,089,44,731,Retail Trade
31,091,62,60,Health care & social assistance
31,093,44,219,Retail Trade
31,095,31,597,Manufacturing
31,097,44,189,Retail Trade
31,099,62,446,Health care & social assistance
31,101,44,665,Retail Trade
31,103,44,15,Retail Trade
31,105,72,299,Accommodation & foodservices
31,107,44,435,Retail Trade
31,109,62,18868,Health care & social assistance
31,111,44,2914,Retail Trade
31,113,44,20,Retail Trade
31,115,44,1,Retail Trade
31,117,23,0,Construction
31,117,42,0,Wholesale trade
31,117,44,0,Retail Trade
31,117,52,0,Finance & insurance
31,117,72,0,Accommodation & foodservices
31,117,81,0,Other services (except public administration)
31,119,31,5628,Manufacturing
31,121,44,377,Retail Trade
31,123,44,151,Retail Trade
31,125,62,113,Health care & social assistance
31,127,62,355,Health care & social assistance
31,129,62,385,Health care & social assistance
31,131,31,1390,Manufacturing
31,133,62,122,Health care & social assistance
31,135,62,188,Health care & social assistance
31,137,31,926,Manufacturing
31,139,44,367,Retail Trade
31,141,31,5622,Manufacturing
31,143,42,406,Wholesale trade
31,145,44,1091,Retail Trade
31,147,62,433,Health care & social assistance
31,149,44,71,Retail Trade
31,151,31,2736,Manufacturing
31,153,44,5339,Retail Trade
31,155,44,594,Retail Trade
31,157,44,2565,Retail Trade
31,159,31,1041,Manufacturing
31,161,44,339,Retail Trade
31,163,44,109,Retail Trade
31,165,44,18,Retail Trade
31,167,56,87,Administrative & support & waste management & remediation serv
31,169,62,412,Health care & social assistance
31,171,23,63,Construction
31,173,62,387,Health care & social assistance
31,175,62,304,Health care & social assistance
31,177,31,1019,Manufacturing
31,179,31,1676,Manufacturing
31,181,62,180,Health care & social assistance
31,183,44,18,Retail Trade
31,185,31,1210,Manufacturing
31,999,21,175,Mining
32,001,44,1040,Retail Trade
32,003,72,210664,Accommodation & foodservices
32,005,72,7945,Accommodation & foodservices
32,007,72,5870,Accommodation & foodservices
32,009,72,14,Accommodation & foodservices
32,011,21,2110,Mining
32,013,21,1355,Mining
32,015,44,205,Retail Trade
32,017,44,179,Retail Trade
32,019,44,1558,Retail Trade
32,021,62,211,Health care & social assistance
32,023,72,1032,Accommodation & foodservices
32,027,21,569,Mining
32,029,72,87,Accommodation & foodservices
32,031,72,36357,Accommodation & foodservices
32,033,62,363,Health care & social assistance
32,510,31,4236,Manufacturing
32,999,21,605,Mining
33,001,44,4702,Retail Trade
33,003,72,4479,Accommodation & foodservices
33,005,31,6190,Manufacturing
33,007,62,2212,Health care & social assistance
33,009,61,10306,Educational services
33,011,31,37319,Manufacturing
33,013,62,9477,Health care & social assistance
33,015,44,25241,Retail Trade
33,017,31,6927,Manufacturing
33,019,31,3975,Manufacturing
33,999,56,0,Administrative & support & waste management & remediation serv
34,001,72,50216,Accommodation & foodservices
34,003,44,53043,Retail Trade
34,005,44,24108,Retail Trade
34,007,62,30677,Health care & social assistance
34,009,44,5452,Retail Trade
34,011,31,10778,Manufacturing
34,013,62,52807,Health care & social assistance
34,015,44,14068,Retail Trade
34,017,52,30754,Finance & insurance
34,019,23,6627,Construction
34,021,62,23280,Health care & social assistance
34,023,54,50929,"Professional, scientific, & technical services"
34,025,44,36923,Retail Trade
34,027,54,34299,"Professional, scientific, & technical services"
34,029,62,24961,Health care & social assistance
34,031,31,29743,Manufacturing
34,033,31,3723,Manufacturing
34,035,54,21488,"Professional, scientific, & technical services"
34,037,44,5784,Retail Trade
34,039,31,35244,Manufacturing
34,041,31,6618,Manufacturing
34,999,56,24122,Administrative & support & waste management & remediation serv
35,001,62,34595,Health care & social assistance
35,003,81,31,Other services (except public administration)
35,005,44,2588,Retail Trade
35,006,44,917,Retail Trade
35,007,72,1340,Accommodation & foodservices
35,009,62,2578,Health care & social assistance
35,011,62,87,Health care & social assistance
35,013,62,6956,Health care & social assistance
35,015,44,2281,Retail Trade
35,017,62,1255,Health care & social assistance
35,019,72,316,Accommodation & foodservices
35,021,23,0,Construction
35,021,44,0,Retail Trade
35,021,52,0,Finance & insurance
35,021,62,0,Health care & social assistance
35,021,72,0,Accommodation & foodservices
35,021,99,0,Unclassified
35,023,72,249,Accommodation & foodservices
35,025,44,2324,Retail Trade
35,027,44,988,Retail Trade
35,028,62,1041,Health care & social assistance
35,029,44,828,Retail Trade
35,031,44,3923,Retail Trade
35,033,62,155,Health care & social assistance
35,035,44,2355,Retail Trade
35,037,44,497,Retail Trade
35,039,44,1461,Retail Trade
35,041,44,699,Retail Trade
35,043,31,4673,Manufacturing
35,045,44,5929,Retail Trade
35,047,62,1988,Health care & social assistance
35,049,44,9068,Retail Trade
35,051,72,426,Accommodation & foodservices
35,053,72,544,Accommodation & foodservices
35,055,72,1996,Accommodation & foodservices
35,057,44,509,Retail Trade
35,059,72,155,Accommodation & foodservices
35,061,44,2133,Retail Trade
35,999,21,3243,Mining
36,001,62,26307,Health care & social assistance
36,003,31,2467,Manufacturing
36,005,62,81687,Health care & social assistance
36,007,31,20078,Manufacturing
36,009,31,5765,Manufacturing
36,011,31,3944,Manufacturing
36,013,31,15041,Manufacturing
36,015,31,7563,Manufacturing
36,017,31,3302,Manufacturing
36,019,44,4580,Retail Trade
36,021,62,3561,Health care & social assistance
36,023,31,3808,Manufacturing
36,025,31,4349,Manufacturing
36,027,31,20590,Manufacturing
36,029,62,64327,Health care & social assistance
36,031,44,1944,Retail Trade
36,033,62,2826,Health care & social assistance
36,035,31,2803,Manufacturing
36,037,31,3706,Manufacturing
36,039,44,2155,Retail Trade
36,041,23,120,Construction
36,043,31,4148,Manufacturing
36,045,44,5701,Retail Trade
36,047,62,136570,Health care & social assistance
36,049,31,1341,Manufacturing
36,051,44,2637,Retail Trade
36,053,56,3412,Administrative & support & waste management & remediation serv
36,055,31,66337,Manufacturing
36,057,31,4239,Manufacturing
36,059,62,90121,Health care & social assistance
36,061,52,365849,Finance & insurance
36,063,31,15772,Manufacturing
36,065,62,17215,Health care & social assistance
36,067,62,30487,Health care & social assistance
36,069,44,8154,Retail Trade
36,071,44,19020,Retail Trade
36,073,31,1766,Manufacturing
36,075,31,4990,Manufacturing
36,077,62,4693,Health care & social assistance
36,079,62,3910,Health care & social assistance
36,081,62,89158,Health care & social assistance
36,083,62,7828,Health care & social assistance
36,085,62,25143,Health care & social assistance
36,087,62,19733,Health care & social assistance
36,089,62,5911,Health care & social assistance
36,091,44,10343,Retail Trade
36,093,62,10578,Health care & social assistance
36,095,44,1320,Retail Trade
36,097,62,786,Health care & social assistance
36,099,44,1824,Retail Trade
36,101,31,8194,Manufacturing
36,103,62,77336,Health care & social assistance
36,105,62,4078,Health care & social assistance
36,107,31,2661,Manufacturing
36,109,44,4801,Retail Trade
36,111,44,8686,Retail Trade
36,113,44,5470,Retail Trade
36,115,31,3724,Manufacturing
36,117,31,6639,Manufacturing
36,119,62,68113,Health care & social assistance
36,121,31,2173,Manufacturing
36,123,62,1008,Health care & social assistance
36,999,56,6937,Administrative & support & waste management & remediation serv
37,001,31,19378,Manufacturing
37,003,31,5327,Manufacturing
37,005,31,1029,Manufacturing
37,007,31,2507,Manufacturing
37,009,31,1757,Manufacturing
37,011,62,1233,Health care & social assistance
37,013,31,4187,Manufacturing
37,015,31,2229,Manufacturing
37,017,31,7087,Manufacturing
37,019,44,3091,Retail Trade
37,021,62,17176,Health care & social assistance
37,023,31,15579,Manufacturing
37,025,31,11706,Manufacturing
37,027,31,15629,Manufacturing
37,029,23,83,Construction
37,031,44,3644,Retail Trade
37,033,62,397,Health care & social assistance
37,035,31,40521,Manufacturing
37,037,31,6268,Manufacturing
37,039,31,1811,Manufacturing
37,041,31,1063,Manufacturing
37,043,44,311,Retail Trade
37,045,31,11579,Manufacturing
37,047,31,3028,Manufacturing
37,049,62,5080,Health care & social assistance
37,051,44,15642,Retail Trade
37,053,44,887,Retail Trade
37,055,72,3071,Accommodation & foodservices
37,057,31,18176,Manufacturing
37,059,31,3243,Manufacturing
37,061,31,3620,Manufacturing
37,063,31,30816,Manufacturing
37,065,31,6125,Manufacturing
37,067,62,24383,Health care & social assistance
37,069,31,2115,Manufacturing
37,071,31,20503,Manufacturing
37,073,44,239,Retail Trade
37,075,31,675,Manufacturing
37,077,31,5928,Manufacturing
37,079,62,600,Health care & social assistance
37,081,31,46455,Manufacturing
37,083,44,2970,Retail Trade
37,085,31,3278,Manufacturing
37,087,44,2809,Retail Trade
37,089,31,7875,Manufacturing
37,091,44,1559,Retail Trade
37,093,31,2462,Manufacturing
37,095,72,305,Accommodation & foodservices
37,097,31,14518,Manufacturing
37,099,62,2058,Health care & social assistance
37,101,31,7047,Manufacturing
37,103,62,302,Health care & social assistance
37,105,31,9472,Manufacturing
37,107,62,5721,Health care & social assistance
37,109,31,7282,Manufacturing
37,111,31,8336,Manufacturing
37,113,44,1805,Retail Trade
37,115,31,829,Manufacturing
37,117,44,1212,Retail Trade
37,119,52,75646,Finance & insurance
37,121,31,1398,Manufacturing
37,123,31,5523,Manufacturing
37,125,62,6429,Health care & social assistance
37,127,31,8582,Manufacturing
37,129,44,13607,Retail Trade
37,131,31,597,Manufacturing
37,133,44,6841,Retail Trade
37,135,62,10522,Health care & social assistance
37,137,72,329,Accommodation & foodservices
37,139,44,2578,Retail Trade
37,141,62,1041,Health care & social assistance
37,143,44,225,Retail Trade
37,145,31,3889,Manufacturing
37,147,62,10729,Health care & social assistance
37,149,62,1254,Health care & social assistance
37,151,31,21998,Manufacturing
37,153,31,4578,Manufacturing
37,155,31,9323,Manufacturing
37,157,31,11632,Manufacturing
37,159,31,11721,Manufacturing
37,161,31,9528,Manufacturing
37,163,31,4094,Manufacturing
37,165,31,7426,Manufacturing
37,167,31,6291,Manufacturing
37,169,31,1262,Manufacturing
37,171,31,11186,Manufacturing
37,173,71,1870,"Arts, entertainment, & recreation"
37,175,31,2869,Manufacturing
37,177,44,124,Retail Trade
37,179,31,12518,Manufacturing
37,181,44,4061,Retail Trade
37,183,44,44592,Retail Trade
37,185,31,727,Manufacturing
37,187,62,498,Health care & social assistance
37,189,72,3188,Accommodation & foodservices
37,191,31,9144,Manufacturing
37,193,31,8035,Manufacturing
37,195,31,9336,Manufacturing
37,197,31,3249,Manufacturing
37,199,31,1131,Manufacturing
37,999,54,257,"Professional, scientific, & technical services"
38,001,62,305,Health care & social assistance
38,003,62,959,Health care & social assistance
38,005,31,225,Manufacturing
38,007,72,76,Accommodation & foodservices
38,009,62,344,Health care & social assistance
38,011,44,195,Retail Trade
38,013,44,53,Retail Trade
38,015,62,7512,Health care & social assistance
38,017,62,10883,Health care & social assistance
38,019,62,266,Health care & social assistance
38,021,62,407,Health care & social assistance
38,023,62,194,Health care & social assistance
38,025,44,106,Retail Trade
38,027,62,180,Health care & social assistance
38,029,62,225,Health care & social assistance
38,031,62,305,Health care & social assistance
38,033,42,62,Wholesale trade
38,035,44,5994,Retail Trade
38,037,62,185,Health care & social assistance
38,039,44,125,Retail Trade
38,041,62,86,Health care & social assistance
38,043,44,62,Retail Trade
38,045,42,141,Wholesale trade
38,047,42,123,Wholesale trade
38,049,62,111,Health care & social assistance
38,051,62,348,Health care & social assistance
38,053,62,190,Health care & social assistance
38,055,62,405,Health care & social assistance
38,057,21,1227,Mining
38,059,62,1360,Health care & social assistance
38,061,62,346,Health care & social assistance
38,063,62,312,Health care & social assistance
38,065,81,12,Other services (except public administration)
38,067,31,863,Manufacturing
38,069,62,391,Health care & social assistance
38,071,62,1078,Health care & social assistance
38,073,62,364,Health care & social assistance
38,075,44,111,Retail Trade
38,077,31,2196,Manufacturing
38,079,62,526,Health care & social assistance
38,081,44,145,Retail Trade
38,083,42,25,Wholesale trade
38,085,44,48,Retail Trade
38,087,23,0,Construction
38,087,44,0,Retail Trade
38,087,48,0,Transportation & Warehousing
38,087,53,0,Real estate & rental & leasing
38,087,54,0,"Professional, scientific, & technical services"
38,087,56,0,Administrative & support & waste management & remediation serv
38,087,72,0,Accommodation & foodservices
38,087,81,0,Other services (except public administration)
38,089,44,1610,Retail Trade
38,091,31,74,Manufacturing
38,093,62,2132,Health care & social assistance
38,095,31,182,Manufacturing
38,097,62,599,Health care & social assistance
38,099,31,857,Manufacturing
38,101,44,4735,Retail Trade
38,103,62,402,Health care & social assistance
38,105,44,1318,Retail Trade
38,999,21,1163,Mining
39,001,44,963,Retail Trade
39,003,31,10106,Manufacturing
39,005,31,6310,Manufacturing
39,007,31,9362,Manufacturing
39,009,44,2578,Retail Trade
39,011,31,7387,Manufacturing
39,013,44,5250,Retail Trade
39,015,62,1274,Health care & social assistance
39,017,31,19318,Manufacturing
39,019,31,1799,Manufacturing
39,021,31,3316,Manufacturing
39,023,31,11540,Manufacturing
39,025,44,9444,Retail Trade
39,027,48,7965,Transportation & Warehousing
39,029,31,7604,Manufacturing
39,031,31,4207,Manufacturing
39,033,31,6687,Manufacturing
39,035,62,116180,Health care & social assistance
39,037,31,5206,Manufacturing
39,039,31,6225,Manufacturing
39,041,44,6802,Retail Trade
39,043,31,8816,Manufacturing
39,045,44,5663,Retail Trade
39,047,31,2762,Manufacturing
39,049,44,81699,Retail Trade
39,051,31,9599,Manufacturing
39,053,62,2602,Health care & social assistance
39,055,31,10488,Manufacturing
39,057,44,9178,Retail Trade
39,059,31,3170,Manufacturing
39,061,62,74352,Health care & social assistance
39,063,31,12538,Manufacturing
39,065,31,2426,Manufacturing
39,067,31,1067,Manufacturing
39,069,31,3683,Manufacturing
39,071,31,3282,Manufacturing
39,073,31,1434,Manufacturing
39,075,31,4907,Manufacturing
39,077,31,9558,Manufacturing
39,079,31,3213,Manufacturing
39,081,31,4609,Manufacturing
39,083,31,4323,Manufacturing
39,085,31,26677,Manufacturing
39,087,44,2277,Retail Trade
39,089,31,9253,Manufacturing
39,091,31,6695,Manufacturing
39,093,31,25262,Manufacturing
39,095,62,41847,Health care & social assistance
39,097,31,3510,Manufacturing
39,099,62,17223,Health care & social assistance
39,101,31,6415,Manufacturing
39,103,31,10783,Manufacturing
39,105,44,687,Retail Trade
39,107,31,2940,Manufacturing
39,109,31,14117,Manufacturing
39,111,44,389,Retail Trade
39,113,31,50292,Manufacturing
39,115,31,573,Manufacturing
39,117,31,1370,Manufacturing
39,119,31,9342,Manufacturing
39,121,31,723,Manufacturing
39,123,31,2894,Manufacturing
39,125,31,1553,Manufacturing
39,127,31,1608,Manufacturing
39,129,31,3782,Manufacturing
39,131,31,5291,Manufacturing
39,133,31,13096,Manufacturing
39,135,31,3855,Manufacturing
39,137,31,4341,Manufacturing
39,139,31,14003,Manufacturing
39,141,62,4268,Health care & social assistance
39,143,31,10175,Manufacturing
39,145,62,5305,Health care & social assistance
39,147,31,6631,Manufacturing
39,149,31,13494,Manufacturing
39,151,31,40459,Manufacturing
39,153,31,37384,Manufacturing
39,155,31,25513,Manufacturing
39,157,31,9511,Manufacturing
39,159,31,8679,Manufacturing
39,161,31,4148,Manufacturing
39,163,62,264,Health care & social assistance
39,165,31,13039,Manufacturing
39,167,31,5889,Manufacturing
39,169,31,15176,Manufacturing
39,171,31,8579,Manufacturing
39,173,31,13739,Manufacturing
39,175,31,4120,Manufacturing
39,999,56,3087,Administrative & support & waste management & remediation serv
40,001,31,1855,Manufacturing
40,003,62,228,Health care & social assistance
40,005,44,451,Retail Trade
40,007,48,143,Transportation & Warehousing
40,009,44,1263,Retail Trade
40,011,62,641,Health care & social assistance
40,013,62,1477,Health care & social assistance
40,015,44,998,Retail Trade
40,017,31,3139,Manufacturing
40,019,31,2980,Manufacturing
40,021,44,1723,Retail Trade
40,023,44,655,Retail Trade
40,025,62,122,Health care & social assistance
40,027,44,8976,Retail Trade
40,029,31,380,Manufacturing
40,031,62,5162,Health care & social assistance
40,033,44,141,Retail Trade
40,035,62,1444,Health care & social assistance
40,037,31,4243,Manufacturing
40,039,44,1628,Retail Trade
40,041,62,1292,Health care & social assistance
40,043,44,177,Retail Trade
40,045,62,175,Health care & social assistance
40,047,62,3748,Health care & social assistance
40,049,44,1057,Retail Trade
40,051,31,2834,Manufacturing
40,053,42,124,Wholesale trade
40,055,62,212,Health care & social assistance
40,057,44,107,Retail Trade
40,059,62,129,Health care & social assistance
40,061,62,803,Health care & social assistance
40,063,62,508,Health care & social assistance
40,065,62,1553,Health care & social assistance
40,067,31,266,Manufacturing
40,069,31,845,Manufacturing
40,071,31,3901,Manufacturing
40,073,44,613,Retail Trade
40,075,62,865,Health care & social assistance
40,077,62,396,Health care & social assistance
40,079,44,2094,Retail Trade
40,081,44,795,Retail Trade
40,083,62,1185,Health care & social assistance
40,085,31,448,Manufacturing
40,087,44,1028,Retail Trade
40,089,31,2907,Manufacturing
40,091,44,790,Retail Trade
40,093,62,333,Health care & social assistance
40,095,31,1482,Manufacturing
40,097,31,3032,Manufacturing
40,099,44,602,Retail Trade
40,101,62,5433,Health care & social assistance
40,103,62,477,Health care & social assistance
40,105,31,273,Manufacturing
40,107,62,624,Health care & social assistance
40,109,62,48797,Health care & social assistance
40,111,62,1614,Health care & social assistance
40,113,44,695,Retail Trade
40,115,31,1763,Manufacturing
40,117,44,505,Retail Trade
40,119,44,3597,Retail Trade
40,121,62,2427,Health care & social assistance
40,123,62,2460,Health care & social assistance
40,125,31,3591,Manufacturing
40,127,62,597,Health care & social assistance
40,129,44,145,Retail Trade
40,131,31,5266,Manufacturing
40,133,31,1637,Manufacturing
40,135,44,1486,Retail Trade
40,137,31,2427,Manufacturing
40,139,31,2466,Manufacturing
40,141,62,300,Health care & social assistance
40,143,31,40210,Manufacturing
40,145,31,1484,Manufacturing
40,147,44,2738,Retail Trade
40,149,62,345,Health care & social assistance
40,151,44,507,Retail Trade
40,153,44,1231,Retail Trade
40,999,21,7534,Mining
41,001,44,871,Retail Trade
41,003,31,7681,Manufacturing
41,005,44,17654,Retail Trade
41,007,72,2428,Accommodation & foodservices
41,009,31,2717,Manufacturing
41,011,62,3464,Health care & social assistance
41,013,31,1405,Manufacturing
41,015,44,1152,Retail Trade
41,017,44,8621,Retail Trade
41,019,31,6260,Manufacturing
41,021,48,188,Transportation & Warehousing
41,023,44,262,Retail Trade
41,025,44,326,Retail Trade
41,027,44,1202,Retail Trade
41,029,44,11089,Retail Trade
41,031,31,1795,Manufacturing
41,033,44,3630,Retail Trade
41,035,44,3124,Retail Trade
41,037,44,255,Retail Trade
41,039,31,20005,Manufacturing
41,041,72,3401,Accommodation & foodservices
41,043,31,8572,Manufacturing
41,045,44,2122,Retail Trade
41,047,62,15780,Health care & social assistance
41,049,44,154,Retail Trade
41,051,62,46087,Health care & social assistance
41,053,31,2115,Manufacturing
41,055,72,118,Accommodation & foodservices
41,057,31,1219,Manufacturing
41,059,44,4447,Retail Trade
41,061,44,1486,Retail Trade
41,063,44,287,Retail Trade
41,065,62,1537,Health care & social assistance
41,067,31,36395,Manufacturing
41,069,72,18,Accommodation & foodservices
41,071,31,5964,Manufacturing
41,999,42,58,Wholesale trade
42,001,31,8880,Manufacturing
42,003,62,110204,Health care & social assistance
42,005,44,3221,Retail Trade
42,007,31,10150,Manufacturing
42,009,31,4156,Manufacturing
42,011,31,39293,Manufacturing
42,013,62,8640,Health care & social assistance
42,015,31,6131,Manufacturing
42,017,44,40236,Retail Trade
42,019,31,14691,Manufacturing
42,021,62,10115,Health care & social assistance
42,023,31,1114,Manufacturing
42,025,31,2959,Manufacturing
42,027,31,8176,Manufacturing
42,029,44,25852,Retail Trade
42,031,31,2683,Manufacturing
42,033,62,4783,Health care & social assistance
42,035,31,2998,Manufacturing
42,037,31,7460,Manufacturing
42,039,31,8890,Manufacturing
42,041,44,15943,Retail Trade
42,043,62,19031,Health care & social assistance
42,045,62,34475,Health care & social assistance
42,047,31,7255,Manufacturing
42,049,31,35139,Manufacturing
42,051,62,6516,Health care & social assistance
42,053,31,190,Manufacturing
42,055,31,9906,Manufacturing
42,057,31,3010,Manufacturing
42,059,62,1336,Health care & social assistance
42,061,31,2686,Manufacturing
42,063,44,4407,Retail Trade
42,065,31,4321,Manufacturing
42,067,31,2354,Manufacturing
42,069,62,17201,Health care & social assistance
42,071,31,50760,Manufacturing
42,073,31,5581,Manufacturing
42,075,31,9981,Manufacturing
42,077,62,26911,Health care & social assistance
42,079,31,21032,Manufacturing
42,081,31,12858,Manufacturing
42,083,31,5030,Manufacturing
42,085,31,9867,Manufacturing
42,087,31,5161,Manufacturing
42,089,44,8728,Retail Trade
42,091,31,61535,Manufacturing
42,093,31,1496,Manufacturing
42,095,31,15972,Manufacturing
42,097,31,6994,Manufacturing
42,099,44,1513,Retail Trade
42,101,62,116414,Health care & social assistance
42,103,44,1225,Retail Trade
42,105,31,1210,Manufacturing
42,107,31,13146,Manufacturing
42,109,31,4885,Manufacturing
42,111,31,5305,Manufacturing
42,113,62,373,Health care & social assistance
42,115,44,1243,Retail Trade
42,117,31,3117,Manufacturing
42,119,31,3811,Manufacturing
42,121,31,4411,Manufacturing
42,123,31,4248,Manufacturing
42,125,23,12017,Construction
42,127,44,2686,Retail Trade
42,129,31,23249,Manufacturing
42,131,48,1595,Transportation & Warehousing
42,133,31,42979,Manufacturing
42,999,21,560,Mining
44,001,31,2835,Manufacturing
44,003,44,12298,Retail Trade
44,005,62,5039,Health care & social assistance
44,007,62,47619,Health care & social assistance
44,009,31,6796,Manufacturing
44,999,56,0,Administrative & support & waste management & remediation serv
45,001,31,4132,Manufacturing
45,003,31,21367,Manufacturing
45,005,31,1205,Manufacturing
45,007,31,18853,Manufacturing
45,009,31,1278,Manufacturing
45,011,31,3216,Manufacturing
45,013,44,9081,Retail Trade
45,015,31,6124,Manufacturing
45,017,31,790,Manufacturing
45,019,62,32380,Health care & social assistance
45,021,31,8155,Manufacturing
45,023,31,4869,Manufacturing
45,025,31,6612,Manufacturing
45,027,31,1404,Manufacturing
45,029,44,1750,Retail Trade
45,031,31,6089,Manufacturing
45,033,31,2769,Manufacturing
45,035,31,4011,Manufacturing
45,037,31,2068,Manufacturing
45,039,31,2220,Manufacturing
45,041,31,11532,Manufacturing
45,043,31,4015,Manufacturing
45,045,31,41388,Manufacturing
45,047,31,9846,Manufacturing
45,049,31,1243,Manufacturing
45,051,72,19172,Accommodation & foodservices
45,053,44,980,Retail Trade
45,055,31,4747,Manufacturing
45,057,31,4862,Manufacturing
45,059,31,6196,Manufacturing
45,061,44,517,Retail Trade
45,063,44,11107,Retail Trade
45,065,44,152,Retail Trade
45,067,31,3683,Manufacturing
45,069,31,3385,Manufacturing
45,071,31,4822,Manufacturing
45,073,31,7287,Manufacturing
45,075,31,8342,Manufacturing
45,077,31,8962,Manufacturing
