fipstate,fipscty,naics,emp,description
1,081,31,6217,Manufacturing
1,083,31,6772,Manufacturing
1,085,31,1228,Manufacturing
1,087,62,2102,Health care & social assistance
1,089,31,23489,Manufacturing
1,091,31,2240,Manufacturing
1,093,31,4004,Manufacturing
1,095,31,12348,Manufacturing
1,097,62,21491,Health care & social assistance
1,099,31,2429,Manufacturing
1,101,44,15513,Retail Trade
1,103,31,13816,Manufacturing
1,105,31,542,Manufacturing
1,107,62,681,Health care & social assistance
1,109,31,1937,Manufacturing
1,111,31,2202,Manufacturing
1,113,31,2250,Manufacturing
1,115,31,3239,Manufacturing
1,117,44,7416,Retail Trade
1,119,44,454,Retail Trade
1,121,31,7052,Manufacturing
1,123,31,3818,Manufacturing
1,125,31,12158,Manufacturing
1,127,44,3745,Retail Trade
1,129,31,1683,Manufacturing
1,131,44,304,Retail Trade
1,133,31,4473,Manufacturing
1,999,56,10708,Administrative & support & waste management & remediation serv
2,013,44,55,Retail Trade
2,016,31,2462,Manufacturing
2,020,62,16359,Health care & social assistance
2,050,62,1529,Health care & social assistance
2,060,31,179,Manufacturing
2,068,44,24,Retail Trade
2,070,31,192,Manufacturing
2,090,62,4657,Health care & social assistance
2,100,44,109,Retail Trade
2,110,62,1885,Health care & social assistance
2,122,44,2250,Retail Trade
2,130,44,1166,Retail Trade
2,150,31,1475,Manufacturing
2,164,22,19,Utilities
2,170,44,2497,Retail Trade
2,180,62,551,Health care & social assistance
2,185,72,387,Accommodation & foodservices
2,188,44,331,Retail Trade
2,201,44,211,Retail Trade
2,220,62,848,Health care & social assistance
2,232,44,126,Retail Trade
2,240,44,129,Retail Trade
2,261,44,419,Retail Trade
2,270,44,308,Retail Trade
2,280,44,436,Retail Trade
2,282,44,27,Retail Trade
2,290,44,140,Retail Trade
2,290,81,140,Other services (except public administration)
2,999,21,1684,Mining
4,001,72,1654,Accommodation & foodservices
4,003,44,5228,Retail Trade
4,005,72,9628,Accommodation & foodservices
4,007,44,2129,Retail Trade
4,009,44,1309,Retail Trade
4,011,11,0,"Agriculture, forestry, fishing, & hunting"
4,011,21,0,Mining
4,011,22,0,Utilities
4,011,23,0,Construction
4,011,31,0,Manufacturing
4,011,42,0,Wholesale trade
4,011,44,0,Retail Trade
4,011,48,0,Transportation & Warehousing
4,011,51,0,Information
4,011,52,0,Finance & insurance
4,011,53,0,Real estate & rental & leasing
4,011,54,0,"Professional, scientific, & technical services"
4,011,55,0,Management of companies & enterprises
4,011,56,0,Administrative & support & waste management & remediation serv
4,011,61,0,Educational services
4,011,62,0,Health care & social assistance
4,011,71,0,"Arts, entertainment, & recreation"
4,011,72,0,Accommodation & foodservices
4,011,81,0,Other services (except public administration)
4,012,72,1081,Accommodation & foodservices
4,013,44,170471,Retail Trade
4,015,44,7929,Retail Trade
4,017,44,4210,Retail Trade
4,019,44,43012,Retail Trade
4,021,44,4862,Retail Trade
4,023,44,2451,Retail Trade
4,025,44,8126,Retail Trade
4,027,44,7076,Retail Trade
4,999,56,8635,Administrative & support & waste management & remediation serv
5,001,31,3448,Manufacturing
5,003,31,3435,Manufacturing
5,005,31,2907,Manufacturing
5,007,31,12975,Manufacturing
5,009,31,2588,Manufacturing
5,011,62,783,Health care & social assistance
5,013,31,304,Manufacturing
5,015,31,3607,Manufacturing
5,017,31,934,Manufacturing
5,019,31,3061,Manufacturing
5,021,31,2401,Manufacturing
5,023,31,1721,Manufacturing
5,025,11,156,"Agriculture, forestry, fishing, & hunting"
5,027,31,3102,Manufacturing
5,029,31,972,Manufacturing
5,031,31,8020,Manufacturing
5,033,31,4071,Manufacturing
5,035,48,3191,Transportation & Warehousing
5,037,31,1255,Manufacturing
5,039,31,852,Manufacturing
5,041,31,1128,Manufacturing
5,043,31,2249,Manufacturing
5,045,31,6720,Manufacturing
5,047,31,1048,Manufacturing
5,049,31,313,Manufacturing
5,051,62,6349,Health care & social assistance
5,053,31,1348,Manufacturing
5,055,31,5875,Manufacturing
5,057,31,4321,Manufacturing
5,059,31,1832,Manufacturing
5,061,31,4886,Manufacturing
5,063,31,5317,Manufacturing
5,065,44,436,Retail Trade
5,067,62,1105,Health care & social assistance
5,069,31,7402,Manufacturing
5,071,31,3289,Manufacturing
5,073,31,403,Manufacturing
5,075,31,1458,Manufacturing
5,077,62,315,Health care & social assistance
5,079,31,598,Manufacturing
5,081,48,643,Transportation & Warehousing
5,083,31,2096,Manufacturing
5,085,44,1955,Retail Trade
5,087,31,904,Manufacturing
5,089,31,2003,Manufacturing
5,091,31,2483,Manufacturing
5,093,31,5350,Manufacturing
5,095,72,391,Accommodation & foodservices
5,097,31,260,Manufacturing
5,099,62,388,Health care & social assistance
5,101,44,143,Retail Trade
5,103,31,1841,Manufacturing
5,105,44,146,Retail Trade
5,107,62,1456,Health care & social assistance
5,109,31,591,Manufacturing
5,111,31,1908,Manufacturing
5,113,31,1420,Manufacturing
5,115,31,4410,Manufacturing
5,117,44,294,Retail Trade
5,119,62,36810,Health care & social assistance
5,121,31,1790,Manufacturing
5,123,31,5912,Manufacturing
5,125,44,3856,Retail Trade
5,127,31,1433,Manufacturing
5,129,44,209,Retail Trade
5,131,31,23158,Manufacturing
5,133,31,2399,Manufacturing
5,135,44,680,Retail Trade
5,137,31,769,Manufacturing
5,139,31,6007,Manufacturing
5,141,31,713,Manufacturing
5,143,31,16538,Manufacturing
5,145,31,5226,Manufacturing
5,147,31,390,Manufacturing
5,149,31,3000,Manufacturing
5,999,56,6570,Administrative & support & waste management & remediation serv
6,001,31,95807,Manufacturing
6,003,72,790,Accommodation & foodservices
6,005,44,1710,Retail Trade
6,007,62,11186,Health care & social assistance
6,009,44,1048,Retail Trade
6,011,31,636,Manufacturing
6,013,44,42933,Retail Trade
6,015,62,951,Health care & social assistance
6,017,72,7735,Accommodation & foodservices
6,019,62,33357,Health care & social assistance
6,021,31,811,Manufacturing
6,023,44,7220,Retail Trade
6,025,44,6484,Retail Trade
6,027,72,1350,Accommodation & foodservices
6,029,44,24264,Retail Trade
6,031,44,3644,Retail Trade
6,033,44,2079,Retail Trade
6,035,44,1036,Retail Trade
6,037,31,590921,Manufacturing
6,039,31,5091,Manufacturing
6,041,44,16385,Retail Trade
6,043,72,1314,Accommodation & foodservices
6,045,44,4790,Retail Trade
6,047,31,8497,Manufacturing
6,049,62,509,Health care & social assistance
6,051,72,3651,Accommodation & foodservices
6,053,44,17717,Retail Trade
6,055,31,10622,Manufacturing
6,057,72,4687,Accommodation & foodservices
6,059,31,216725,Manufacturing
6,061,44,17125,Retail Trade
6,063,62,818,Health care & social assistance
6,065,44,65367,Retail Trade
6,067,44,59000,Retail Trade
6,069,31,2636,Manufacturing
6,071,31,69851,Manufacturing
6,073,44,144791,Retail Trade
6,075,54,80688,"Professional, scientific, & technical services"
6,077,31,24237,Manufacturing
6,079,44,13213,Retail Trade
6,081,54,43039,"Professional, scientific, & technical services"
6,083,44,20911,Retail Trade
6,085,31,201577,Manufacturing
6,087,44,13207,Retail Trade
6,089,62,9847,Health care & social assistance
6,091,62,98,Health care & social assistance
6,093,44,1978,Retail Trade
6,095,44,17904,Retail Trade
6,097,31,29381,Manufacturing
6,099,31,22640,Manufacturing
6,101,44,3878,Retail Trade
6,103,31,2166,Manufacturing
6,105,44,340,Retail Trade
6,107,44,13174,Retail Trade
6,109,44,2473,Retail Trade
6,111,31,35728,Manufacturing
6,113,44,6596,Retail Trade
6,115,62,1665,Health care & social assistance
6,999,56,54306,Administrative & support & waste management & remediation serv
8,001,23,17281,Construction
8,003,44,1262,Retail Trade
8,005,44,37273,Retail Trade
8,007,44,541,Retail Trade
8,009,44,136,Retail Trade
8,011,44,99,Retail Trade
8,013,31,25438,Manufacturing
8,015,72,1046,Accommodation & foodservices
8,017,62,100,Health care & social assistance
8,019,72,575,Accommodation & foodservices
8,021,62,228,Health care & social assistance
8,023,62,59,Health care & social assistance
8,025,44,99,Retail Trade
8,027,44,137,Retail Trade
8,029,44,1260,Retail Trade
8,031,62,50217,Health care & social assistance
8,033,44,50,Retail Trade
8,035,44,10833,Retail Trade
8,037,72,7429,Accommodation & foodservices
8,039,23,986,Construction
8,041,44,29384,Retail Trade
8,043,44,1599,Retail Trade
8,045,44,3271,Retail Trade
8,047,71,3079,"Arts, entertainment, & recreation"
8,049,71,1786,"Arts, entertainment, & recreation"
8,051,72,2393,Accommodation & foodservices
8,053,72,58,Accommodation & foodservices
8,055,62,415,Health care & social assistance
8,057,44,54,Retail Trade
8,059,44,30686,Retail Trade
8,061,44,55,Retail Trade
8,063,44,429,Retail Trade
8,065,72,258,Accommodation & foodservices
8,067,72,3929,Accommodation & foodservices
8,069,44,15956,Retail Trade
8,071,44,732,Retail Trade
8,073,44,344,Retail Trade
8,075,44,1093,Retail Trade
8,077,44,7602,Retail Trade
8,079,23,46,Construction
8,081,44,814,Retail Trade
8,083,44,1609,Retail Trade
8,085,44,2030,Retail Trade
8,087,31,2979,Manufacturing
8,089,62,1236,Health care & social assistance
8,091,72,245,Accommodation & foodservices
8,093,23,321,Construction
8,095,62,288,Health care & social assistance
8,097,72,4792,Accommodation & foodservices
8,099,44,959,Retail Trade
8,101,62,9894,Health care & social assistance
8,103,21,407,Mining
8,105,44,530,Retail Trade
8,107,23,6142,Construction
8,109,42,185,Wholesale trade
8,111,21,0,Mining
8,111,23,0,Construction
8,111,31,0,Manufacturing
8,111,44,0,Retail Trade
8,111,53,0,Real estate & rental & leasing
8,111,54,0,"Professional, scientific, & technical services"
8,111,56,0,Administrative & support & waste management & remediation serv
8,111,62,0,Health care & social assistance
8,111,71,0,"Arts, entertainment, & recreation"
8,111,72,0,Accommodation & foodservices
8,111,81,0,Other services (except public administration)
8,111,99,0,Unclassified
8,113,72,1355,Accommodation & foodservices
8,115,62,131,Health care & social assistance
8,117,72,7632,Accommodation & foodservices
8,119,72,1535,Accommodation & foodservices
8,121,44,154,Retail Trade
8,123,31,9809,Manufacturing
8,125,44,506,Retail Trade
8,999,56,26001,Administrative & support & waste management & remediation serv
9,001,31,57990,Manufacturing
9,003,52,67962,Finance & insurance
9,005,31,15429,Manufacturing
9,007,31,12333,Manufacturing
9,009,62,58639,Health care & social assistance
9,011,71,18855,"Arts, entertainment, & recreation"
9,013,62,5209,Health care & social assistance
9,015,31,7314,Manufacturing
10,001,44,9244,Retail Trade
10,003,52,40354,Finance & insurance
10,005,31,10335,Manufacturing
11,999,54,80331,"Professional, scientific, & technical services"
12,001,62,17235,Health care & social assistance
12,003,62,1631,Health care & social assistance
12,005,44,9851,Retail Trade
12,007,62,881,Health care & social assistance
12,009,44,26086,Retail Trade
12,011,44,99787,Retail Trade
12,013,62,400,Health care & social assistance
12,015,44,7214,Retail Trade
12,017,62,5472,Health care & social assistance
12,019,44,7926,Retail Trade
12,021,44,18469,Retail Trade
12,023,62,3316,Health care & social assistance
12,025,44,116258,Retail Trade
12,027,62,1769,Health care & social assistance
12,029,31,379,Manufacturing
12,031,56,61039,Administrative & support & waste management & remediation serv
12,033,56,19550,Administrative & support & waste management & remediation serv
12,035,44,2009,Retail Trade
12,037,72,521,Accommodation & foodservices
12,039,62,3384,Health care & social assistance
12,041,44,272,Retail Trade
12,043,44,335,Retail Trade
12,045,44,365,Retail Trade
12,047,62,298,Health care & social assistance
12,049,62,961,Health care & social assistance
12,051,44,1011,Retail Trade
12,053,44,5394,Retail Trade
12,055,44,3740,Retail Trade
12,057,56,84425,Administrative & support & waste management & remediation serv
12,059,62,441,Health care & social assistance
12,061,44,8163,Retail Trade
12,063,44,1967,Retail Trade
12,065,44,316,Retail Trade
12,067,62,157,Health care & social assistance
12,069,44,11146,Retail Trade
12,071,44,29616,Retail Trade
12,073,44,15958,Retail Trade
12,075,44,1466,Retail Trade
12,077,62,116,Health care & social assistance
12,079,31,973,Manufacturing
12,081,44,13155,Retail Trade
12,083,44,14739,Retail Trade
12,085,44,10377,Retail Trade
12,087,72,10086,Accommodation & foodservices
12,089,72,3003,Accommodation & foodservices
12,091,44,11891,Retail Trade
12,093,44,1655,Retail Trade
12,095,72,77119,Accommodation & foodservices
12,097,72,11076,Accommodation & foodservices
12,099,44,69481,Retail Trade
12,101,44,15631,Retail Trade
12,103,56,99250,Administrative & support & waste management & remediation serv
12,105,44,23562,Retail Trade
12,107,44,2606,Retail Trade
12,109,44,7248,Retail Trade
12,111,62,7570,Health care & social assistance
12,113,44,3849,Retail Trade
12,115,56,40993,Administrative & support & waste management & remediation serv
12,117,44,23913,Retail Trade
12,119,44,1172,Retail Trade
12,121,44,1481,Retail Trade
12,123,31,1601,Manufacturing
12,125,62,464,Health care & social assistance
12,127,44,25040,Retail Trade
12,129,44,439,Retail Trade
12,131,44,1864,Retail Trade
12,133,62,839,Health care & social assistance
12,999,56,318986,Administrative & support & waste management & remediation serv
13,001,31,984,Manufacturing
13,003,31,1033,Manufacturing
13,005,31,1060,Manufacturing
13,007,42,16,Wholesale trade
13,009,62,5099,Health care & social assistance
13,011,31,1009,Manufacturing
13,013,31,2920,Manufacturing
13,015,31,8739,Manufacturing
13,017,31,3516,Manufacturing
13,019,31,1745,Manufacturing
13,021,62,13569,Health care & social assistance
13,023,44,456,Retail Trade
13,025,23,294,Construction
13,027,31,638,Manufacturing
13,029,44,732,Retail Trade
13,031,44,3447,Retail Trade
13,033,31,1459,Manufacturing
13,035,31,997,Manufacturing
13,037,62,192,Health care & social assistance
13,039,44,2161,Retail Trade
13,043,72,447,Accommodation & foodservices
13,045,31,7962,Manufacturing
13,047,44,2381,Retail Trade
13,049,31,334,Manufacturing
13,051,44,16525,Retail Trade
13,053,81,142,Other services (except public administration)
13,055,31,4077,Manufacturing
13,057,44,6943,Retail Trade
13,059,31,8412,Manufacturing
13,061,62,92,Health care & social assistance
13,063,48,16160,Transportation & Warehousing
13,065,31,890,Manufacturing
13,067,44,41830,Retail Trade
13,069,31,4937,Manufacturing
13,071,31,2698,Manufacturing
13,073,62,6497,Health care & social assistance
13,075,31,1328,Manufacturing
13,077,31,5682,Manufacturing
13,079,62,244,Health care & social assistance
13,081,31,1770,Manufacturing
13,083,31,956,Manufacturing
13,085,44,1749,Retail Trade
13,087,31,3011,Manufacturing
13,089,56,36107,Administrative & support & waste management & remediation serv
13,091,62,1007,Health care & social assistance
13,093,31,1615,Manufacturing
13,095,31,7763,Manufacturing
13,097,44,7989,Retail Trade
13,099,31,1121,Manufacturing
13,101,44,12,Retail Trade
13,103,31,2017,Manufacturing
13,105,31,3094,Manufacturing
13,107,31,1964,Manufacturing
13,109,31,1877,Manufacturing
13,111,44,939,Retail Trade
13,113,44,6164,Retail Trade
13,115,31,7953,Manufacturing
13,117,31,5122,Manufacturing
13,119,31,2126,Manufacturing
13,121,54,87323,"Professional, scientific, & technical services"
13,123,31,3062,Manufacturing
13,125,11,0,"Agriculture, forestry, fishing, & hunting"
13,125,23,0,Construction
13,125,44,0,Retail Trade
13,125,48,0,Transportation & Warehousing
13,125,52,0,Finance & insurance
13,125,62,0,Health care & social assistance
13,125,72,0,Accommodation & foodservices
13,125,81,0,Other services (except public administration)
13,127,72,6851,Accommodation & foodservices
13,129,31,7791,Manufacturing
13,131,44,827,Retail Trade
13,133,31,1400,Manufacturing
13,135,44,45024,Retail Trade
13,137,31,3790,Manufacturing
13,139,31,19007,Manufacturing
13,141,62,332,Health care & social assistance
13,143,31,1887,Manufacturing
13,145,31,1624,Manufacturing
13,147,31,2685,Manufacturing
13,149,11,493,"Agriculture, forestry, fishing, & hunting"
13,151,44,5834,Retail Trade
13,153,44,5746,Retail Trade
13,155,31,738,Manufacturing
13,157,31,4628,Manufacturing
13,159,31,861,Manufacturing
13,161,31,1831,Manufacturing
13,163,31,1538,Manufacturing
13,165,31,1133,Manufacturing
13,167,31,443,Manufacturing
13,169,23,313,Construction
13,171,31,1024,Manufacturing
13,173,62,253,Health care & social assistance
13,175,31,4880,Manufacturing
13,177,44,326,Retail Trade
13,179,44,2128,Retail Trade
13,181,31,181,Manufacturing
13,183,72,108,Accommodation & foodservices
13,185,44,6636,Retail Trade
13,187,31,885,Manufacturing
13,189,31,2003,Manufacturing
13,191,44,708,Retail Trade
13,193,31,872,Manufacturing
13,195,31,1295,Manufacturing
13,197,56,337,Administrative & support & waste management & remediation serv
13,199,31,1358,Manufacturing
13,201,44,259,Retail Trade
13,205,31,3279,Manufacturing
13,207,72,659,Accommodation & foodservices
13,209,31,197,Manufacturing
13,211,31,1626,Manufacturing
13,213,31,6583,Manufacturing
13,215,31,14320,Manufacturing
13,217,31,4826,Manufacturing
13,219,44,1119,Retail Trade
13,221,44,131,Retail Trade
13,223,44,2498,Retail Trade
13,225,31,3077,Manufacturing
13,227,31,1201,Manufacturing
13,229,42,424,Wholesale trade
13,231,23,269,Construction
13,233,31,2864,Manufacturing
13,235,62,617,Health care & social assistance
13,237,31,1983,Manufacturing
13,239,44,82,Retail Trade
13,241,31,1752,Manufacturing
13,243,31,377,Manufacturing
13,245,62,18784,Health care & social assistance
13,247,31,6718,Manufacturing
13,249,31,638,Manufacturing
13,251,31,1018,Manufacturing
13,253,62,418,Health care & social assistance
13,255,31,5290,Manufacturing
13,257,31,3613,Manufacturing
13,259,62,199,Health care & social assistance
13,261,62,2765,Health care & social assistance
13,263,23,156,Construction
13,265,44,10,Retail Trade
13,267,44,584,Retail Trade
13,269,62,291,Health care & social assistance
13,271,31,1916,Manufacturing
13,273,31,973,Manufacturing
13,275,31,3945,Manufacturing
13,277,31,3713,Manufacturing
13,279,31,2022,Manufacturing
13,281,72,423,Accommodation & foodservices
13,283,62,197,Health care & social assistance
13,285,31,10020,Manufacturing
13,287,42,341,Wholesale trade
13,289,44,147,Retail Trade
13,291,44,737,Retail Trade
13,293,31,3350,Manufacturing
13,295,31,6741,Manufacturing
13,297,31,2119,Manufacturing
13,299,62,2981,Health care & social assistance
13,301,31,779,Manufacturing
13,303,21,1070,Mining
13,305,62,1649,Health care & social assistance
13,307,44,39,Retail Trade
13,309,62,228,Health care & social assistance
13,311,44,1012,Retail Trade
13,313,31,23328,Manufacturing
13,315,44,172,Retail Trade
13,317,31,1327,Manufacturing
13,319,31,1449,Manufacturing
13,321,44,518,Retail Trade
13,999,56,33345,Administrative & support & waste management & remediation serv
15,001,72,11021,Accommodation & foodservices
15,003,72,50826,Accommodation & foodservices
15,007,72,5974,Accommodation & foodservices
15,009,72,18128,Accommodation & foodservices
16,001,31,20512,Manufacturing
16,003,44,117,Retail Trade
16,005,44,4625,Retail Trade
16,007,44,280,Retail Trade
16,009,62,487,Health care & social assistance
16,011,31,2322,Manufacturing
16,013,72,3192,Accommodation & foodservices
16,015,72,105,Accommodation & foodservices
16,017,44,2202,Retail Trade
16,019,54,9204,"Professional, scientific, & technical services"
16,021,31,396,Manufacturing
16,023,44,89,Retail Trade
16,025,72,30,Accommodation & foodservices
16,027,31,11508,Manufacturing
16,029,44,428,Retail Trade
16,031,44,1195,Retail Trade
16,033,72,18,Accommodation & foodservices
16,035,62,333,Health care & social assistance
16,037,72,139,Accommodation & foodservices
16,039,44,1118,Retail Trade
16,041,44,443,Retail Trade
16,043,44,311,Retail Trade
16,045,31,407,Manufacturing
16,047,44,440,Retail Trade
16,049,44,570,Retail Trade
16,051,31,690,Manufacturing
16,053,44,1084,Retail Trade
16,055,44,6266,Retail Trade
16,057,44,1990,Retail Trade
16,059,44,426,Retail Trade
16,061,31,210,Manufacturing
16,063,44,83,Retail Trade
16,065,56,2030,Administrative & support & waste management & remediation serv
16,067,31,1995,Manufacturing
16,069,31,2963,Manufacturing
16,071,62,171,Health care & social assistance
16,073,31,528,Manufacturing
16,075,31,1295,Manufacturing
16,077,31,719,Manufacturing
16,079,44,705,Retail Trade
16,081,23,287,Construction
16,083,44,4669,Retail Trade
16,085,72,488,Accommodation & foodservices
16,087,44,328,Retail Trade
16,999,21,0,Mining
16,999,42,0,Wholesale trade
16,999,51,0,Information
16,999,52,0,Finance & insurance
16,999,54,0,"Professional, scientific, & technical services"
16,999,56,0,Administrative & support & waste management & remediation serv
16,999,62,0,Health care & social assistance
16,999,81,0,Other services (except public administration)
17,001,31,5739,Manufacturing
17,003,48,361,Transportation & Warehousing
17,005,31,718,Manufacturing
17,007,31,5363,Manufacturing
17,009,42,778,Wholesale trade
17,011,31,2429,Manufacturing
17,013,44,145,Retail Trade
17,015,31,1058,Manufacturing
17,017,31,2222,Manufacturing
17,019,44,10650,Retail Trade
17,021,31,1838,Manufacturing
17,023,31,2002,Manufacturing
17,025,31,2131,Manufacturing
17,027,62,1588,Health care & social assistance
17,029,31,5614,Manufacturing
17,031,31,323894,Manufacturing
17,033,31,2390,Manufacturing
17,035,62,402,Health care & social assistance
17,037,31,6297,Manufacturing
17,039,31,786,Manufacturing
17,041,31,2935,Manufacturing
17,043,42,69496,Wholesale trade
17,045,31,1826,Manufacturing
17,047,44,199,Retail Trade
17,049,31,5006,Manufacturing
17,051,31,1208,Manufacturing
17,053,31,850,Manufacturing
17,055,31,1708,Manufacturing
17,057,62,1792,Health care & social assistance
17,059,21,301,Mining
17,061,44,484,Retail Trade
17,063,44,1893,Retail Trade
17,065,62,402,Health care & social assistance
17,067,31,2299,Manufacturing
17,069,62,375,Health care & social assistance
17,071,44,125,Retail Trade
17,073,31,4280,Manufacturing
17,075,62,1649,Health care & social assistance
17,077,62,3784,Health care & social assistance
17,079,48,443,Transportation & Warehousing
17,081,62,3050,Health care & social assistance
17,083,44,974,Retail Trade
17,085,72,2117,Accommodation & foodservices
17,087,44,263,Retail Trade
17,089,31,39743,Manufacturing
17,091,31,6877,Manufacturing
17,093,31,2871,Manufacturing
17,095,62,4765,Health care & social assistance
17,097,31,53177,Manufacturing
17,099,44,7087,Retail Trade
17,101,62,1070,Health care & social assistance
17,103,31,3358,Manufacturing
17,105,31,4075,Manufacturing
17,107,31,1468,Manufacturing
17,109,31,1690,Manufacturing
17,111,31,27763,Manufacturing
17,113,52,22295,Finance & insurance
17,115,31,9487,Manufacturing
17,117,44,1625,Retail Trade
17,119,31,16791,Manufacturing
17,121,31,5599,Manufacturing
17,123,31,1074,Manufacturing
17,125,44,520,Retail Trade
17,127,72,1336,Accommodation & foodservices
17,129,44,337,Retail Trade
17,131,44,571,Retail Trade
17,133,44,1142,Retail Trade
17,135,44,1560,Retail Trade
17,137,31,3801,Manufacturing
17,139,31,897,Manufacturing
17,141,31,5550,Manufacturing
17,143,62,17914,Health care & social assistance
17,145,31,2106,Manufacturing
17,147,44,583,Retail Trade
17,149,44,713,Retail Trade
17,151,62,128,Health care & social assistance
17,153,62,242,Health care & social assistance
17,155,31,900,Manufacturing
17,157,31,2364,Manufacturing
17,159,62,982,Health care & social assistance
17,161,31,9255,Manufacturing
17,163,44,12872,Retail Trade
17,165,62,2233,Health care & social assistance
17,167,62,17999,Health care & social assistance
17,169,62,298,Health care & social assistance
17,171,23,120,Construction
17,173,31,1256,Manufacturing
17,175,31,181,Manufacturing
17,177,31,5717,Manufacturing
17,179,44,7086,Retail Trade
17,181,62,1964,Health care & social assistance
17,183,31,6537,Manufacturing
17,185,62,851,Health care & social assistance
17,187,31,1520,Manufacturing
17,189,31,1798,Manufacturing
17,191,31,983,Manufacturing
17,193,62,729,Health care & social assistance
17,195,31,6363,Manufacturing
17,197,31,25517,Manufacturing
17,199,62,3977,Health care & social assistance
17,201,31,35283,Manufacturing
17,203,31,2252,Manufacturing
17,999,56,64771,Administrative & support & waste management & remediation serv
18,001,31,5703,Manufacturing
18,003,31,33058,Manufacturing
18,005,31,13199,Manufacturing
18,007,31,587,Manufacturing
18,009,31,1782,Manufacturing
18,011,31,2191,Manufacturing
18,013,72,604,Accommodation & foodservices
18,015,31,2181,Manufacturing
18,017,31,6840,Manufacturing
18,019,44,7471,Retail Trade
18,021,31,1608,Manufacturing
18,023,31,4053,Manufacturing
18,025,44,312,Retail Trade
18,027,31,1956,Manufacturing
18,029,31,2284,Manufacturing
18,031,31,5759,Manufacturing
18,033,31,12294,Manufacturing
18,035,31,8718,Manufacturing
18,037,31,13042,Manufacturing
18,039,31,55051,Manufacturing
18,041,31,4484,Manufacturing
18,043,31,7176,Manufacturing
18,045,31,2440,Manufacturing
18,047,31,865,Manufacturing
18,049,31,2613,Manufacturing
18,051,31,4462,Manufacturing
18,053,31,8192,Manufacturing
18,055,44,1374,Retail Trade
18,057,52,11742,Finance & insurance
18,059,31,2832,Manufacturing
18,061,31,3235,Manufacturing
18,063,44,6160,Retail Trade
18,065,31,3278,Manufacturing
18,067,31,16021,Manufacturing
18,069,31,5884,Manufacturing
18,071,31,6980,Manufacturing
18,073,31,1519,Manufacturing
18,075,31,3055,Manufacturing
18,077,31,3587,Manufacturing
18,079,31,2578,Manufacturing
18,081,44,8852,Retail Trade
18,083,62,3309,Health care & social assistance
18,085,31,15709,Manufacturing
18,087,31,5464,Manufacturing
18,089,31,33669,Manufacturing
18,091,31,9587,Manufacturing
18,093,31,4426,Manufacturing
18,095,31,9741,Manufacturing
18,097,62,73208,Health care & social assistance
18,099,31,7138,Manufacturing
18,101,31,591,Manufacturing
18,103,31,2739,Manufacturing
18,105,31,7959,Manufacturing
18,107,31,6183,Manufacturing
18,109,44,2704,Retail Trade
18,111,31,1355,Manufacturing
18,113,31,11358,Manufacturing
18,115,44,129,Retail Trade
18,117,31,1803,Manufacturing
18,119,31,1407,Manufacturing
18,121,31,620,Manufacturing
18,123,31,1580,Manufacturing
18,125,21,332,Mining
18,127,31,10737,Manufacturing
18,129,31,2576,Manufacturing
18,131,31,1096,Manufacturing
18,133,31,2780,Manufacturing
18,135,31,3150,Manufacturing
18,137,31,3650,Manufacturing
18,139,31,1398,Manufacturing
18,141,31,19965,Manufacturing
18,143,31,2772,Manufacturing
18,145,31,6666,Manufacturing
18,147,31,1930,Manufacturing
18,149,31,1181,Manufacturing
18,151,31,7106,Manufacturing
18,153,44,642,Retail Trade
18,155,31,162,Manufacturing
18,157,31,17178,Manufacturing
18,159,31,1043,Manufacturing
18,161,44,244,Retail Trade
18,163,31,16270,Manufacturing
18,165,31,1277,Manufacturing
18,167,44,9658,Retail Trade
18,169,31,5551,Manufacturing
18,171,31,363,Manufacturing
18,173,31,2662,Manufacturing
18,175,31,2949,Manufacturing
18,177,31,8183,Manufacturing
18,179,31,3193,Manufacturing
18,181,31,3381,Manufacturing
18,183,31,4663,Manufacturing
18,999,56,9683,Administrative & support & waste management & remediation serv
19,001,31,571,Manufacturing
19,003,62,321,Health care & social assistance
19,005,31,1670,Manufacturing
19,007,31,1241,Manufacturing
19,009,62,288,Health care & social assistance
19,011,44,827,Retail Trade
19,013,31,13056,Manufacturing
19,015,62,1789,Health care & social assistance
19,017,31,1817,Manufacturing
19,019,31,1433,Manufacturing
19,021,31,2959,Manufacturing
19,023,31,409,Manufacturing
19,025,62,932,Health care & social assistance
19,027,44,1827,Retail Trade
19,029,62,1169,Health care & social assistance
19,031,31,925,Manufacturing
19,033,62,5070,Health care & social assistance
19,035,62,957,Health care & social assistance
19,037,31,1007,Manufacturing
19,039,31,1338,Manufacturing
19,041,44,1867,Retail Trade
19,043,31,1236,Manufacturing
19,045,31,4942,Manufacturing
19,047,31,2080,Manufacturing
19,049,31,2457,Manufacturing
19,051,62,408,Health care & social assistance
19,053,62,381,Health care & social assistance
19,055,31,1469,Manufacturing
19,057,31,6914,Manufacturing
19,059,31,2412,Manufacturing
19,061,31,10458,Manufacturing
19,063,31,964,Manufacturing
19,065,62,1220,Health care & social assistance
19,067,62,986,Health care & social assistance
19,069,31,810,Manufacturing
19,071,62,324,Health care & social assistance
19,073,62,759,Health care & social assistance
19,075,31,564,Manufacturing
19,077,62,381,Health care & social assistance
19,079,31,2758,Manufacturing
19,081,31,1190,Manufacturing
19,083,31,1516,Manufacturing
19,085,44,688,Retail Trade
