cz,czname,pop2000,fips,stateabbrv,statename,Region,taxrate,tax_st_diff_top20,le_agg_q1,le_agg_q2,le_agg_q3,le_agg_q4,sd_le_agg_q1,sd_le_agg_q2,sd_le_agg_q3,sd_le_agg_q4,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,cs_educ_ba,tuition,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc
100,Johnson City,576081,47,TN,Tennessee,South,0.0203924,0,78.7182560520902,82.13664607125851,84.71971978944579,86.18637448029115,0.19820678065352276,0.24174547165811833,0.30946899259826716,0.43896000825562914,0.3512084,0.2322275,0.1658986,0.1309255,0.2924748,0.2673849,0.2612827,0.2488372,0.54650271,0.70752895,0.77546299,0.82993197,15.99971,10121.918,1.020608,0.1652021,0.1136509,0.1322168,-0.2259772,79.482693,86.810421,61.954966,81.387637,65.74568,92.747629,0.0348657,0.0301532,0.0382395,0.09038369999999998,0.33345,0.14045,0.13459,0.54796,-0.2978583,51.44033,2.0840820000000004,0.9285152999999999,0.0520797,0.1048183,0.2002331,0.5873474,0.2373972,1.1783710000000007,0.0056398318999999995,0.0046972561,146.2399,0.3252578,31559.77,113443.3433,5.1845472,18.115207,2.728379,15.86988,4816.82,38.3875,0.1898032,0.005402,1886.148
200,Morristown,227816,47,TN,Tennessee,South,0.0234471,0,78.26862540781595,82.03557681585792,83.52865168681822,86.2195550103017,0.29677884764565454,0.3651928393401248,0.4948596909548021,0.6725522564806627,0.4197531,0.2666667,0.1025641,0.16,0.3026316,0.25,0.3076923,0.2,0.50617284,0.73333335,0.82051283,0.83999997,19.50662,10228.286,0.8969633,0.1622799,0.110258,0.1336717,-0.1557111,82.496276,86.165115,62.141731,84.336291,61.324758,90.005867,0.0262809,0.0278582,0.0253348,0.09315300000000001,0.32828,0.1461972,0.10631,0.5375,-0.76735477,54.38951,1.977912,2.3488249999999997,0.0597924,0.3597302,0.5183235,0.6249742,0.2377556,2.305532,0.016206061,0.0142351722,130.7883,0.2764278,29958.93,122933.19,4.5058856,18.054193,-3.400274,11.720440000000002,4762.23,37.77675,0.185106,0.0071154,2004.337
301,Middlesborough,66708,47,TN,Tennessee,South,0.0153799,0,79.01083857303284,83.191251240881,84.4889240362197,86.63046514056649,0.5886496068171546,0.8165016922072652,1.2370227461223546,1.8772771916118876,0.3641026,0.2105263,0.10344830000000001,0.4,0.3208556,0.3555556,0.3928571,0.125,0.47530866,0.68292683,0.80000001,0.93333334,17.74554,12756.419,0.7123566,0.1853032,0.1009329,0.1193666,-2.703359,81.507197,81.567128,49.508424,77.835793,46.038986,199.63524,0.0240811,0.014683099999999994,0.0258143,0.0642501,0.33404,0.270661,0.10691,0.46685,-1.2702513,66.78059,1.4645919999999997,0.6161180000000002,0.0680831,0.013614500000000002,0.1534896,0.4789631,0.2335314,0.7078036999999999,0.008050009,0.0116028063,65.57113,0.3585358,22328.479999999996,82250.72537,5.614119,15.084937,-9.315062,9.077307,11840.4,39.04925,0.2110027,0.0038975999999999998,1189.82
302,Knoxville,727600,47,TN,Tennessee,South,0.0188704,0,77.82095736312759,81.69036823491402,84.43627085174137,86.93180828999726,0.19981977638679088,0.23384105608799888,0.2752525286639232,0.2881331806085706,0.3241252,0.2415679,0.1888489,0.117338,0.259366,0.2171429,0.2523364,0.1764706,0.58113205,0.74502367,0.81284404,0.86281586,14.88756,9913.4986,0.283885,0.1509697,0.1089805,0.1243237,0.5159547,84.625034,88.168352,65.371125,84.774699,67.078261,70.846737,0.0921036,0.08426740000000002,0.10196559999999999,0.2099943,0.35752,0.1300672,0.1508,0.5041,-0.22188462,60.1953,5.636476,1.1671250000000004,0.0398584,0.2026009,0.3105841,0.6148306,0.1455054,1.996747,0.0163029137,0.0135541506,225.9577,0.2685696,35884.29,126013.1016,4.8998462,16.685487,-6.031831,22.52661,3480.44,37.84125,0.2056023,0.0053876,2356.851
401,Winston-Salem,493180,37,NC,North Carolina,South,0.0179048,1,78.37927474881415,82.09097932264197,84.06132241574343,86.26885298915283,0.25372920986163644,0.27826695325652995,0.32028020800233153,0.4030590478927747,0.3234228,0.2703297,0.2069445,0.1479769,0.2856049,0.2562358,0.222063,0.1976048,0.6066066,0.74788624,0.81936419,0.87738097,19.02583,9635.7908,0.506144,0.1670631,0.1022146,0.1253956,0.4681638,81.2134,88.512514,70.065463,82.00701,65.852653,68.49709,0.0718667,0.0610806,0.0806255,0.262388,0.34636,0.1080807,0.11917,0.49991,-0.01779596,48.79375,17.3531,5.798897,0.0507583,0.2669811,0.3164812,0.656087,0.2151985,5.294819,0.022101464,0.0186199765,246.7514,0.2918141,38891.75,143681.8974,5.4626763,15.385281,-2.297035,22.38948,9715.33,36.96925,0.2204709,0.0105767,1891.45
402,Martinsville,92753,51,VA,Virginia,South,0.0151883,0,78.638277270347,83.66190429309688,84.36900614828211,84.3034454924533,0.4682189149248317,0.5547113634414713,0.7581402653193271,1.2862816181994692,0.3173653,0.2142857,0.15,0.2105263,0.2704403,0.3083333,0.2051282,0.3157895,0.58083832,0.69841272,0.92500001,0.86842108,20.51692,8085.0651,1.660041,0.1675077,0.1167683,0.1473949,-0.1046909,82.361461,85.946664,64.340751,76.993152,64.889147,74.796786,0.0237311,0.015375399999999994,0.0282695,0.1365256,0.33768,0.132409,0.1068,0.53839,-0.90281513,45.44327,22.38095,2.935754,0.0605013,-0.007458500000000007,-0.038827200000000006,0.599393,0.3945067,2.499212,0.006813795800000001,0.010069755200000002,105.828,0.3130243,31264.81,99081.31936,5.7398601,16.501911,4.227381,10.429290000000002,1113,37.29525,0.2408851,0.0079997,1557.879
500,Greensboro,1055133,37,NC,North Carolina,South,0.0172547,1,78.49311815297087,81.7316206704428,84.16773496594192,86.412584401351765,0.17763674102323462,0.2007365206683288,0.23502203180581394,0.29332277983231536,0.2941333,0.2480849,0.1945433,0.1480687,0.2923681,0.2681292,0.2574924,0.2166483,0.58686614,0.73752308,0.80136138,0.87045205,19.7013,8412.7218,0.7173082,0.1629981,0.1054583,0.1319751,0.6465141,82.404289,88.444956,69.845352,82.275367,68.605123,63.477595,0.0676532,0.0575889,0.076798,0.220065,0.3413,0.1117546,0.18228,0.51009,-0.51318038,43.3969,21.75593,4.060341,0.0567848,0.2601868,0.2950876,0.6659446,0.2613469,5.022334,0.0165078715,0.0153705741,238.5104,0.3049326,36581.84,136818.2934,5.0077963,16.678007,-3.715993,19.9377,4528.49,36.47725,0.2366055,0.0128423,1932.456
601,North Wilkesboro,90016,37,NC,North Carolina,South,0.0135954,1,80.07242994874511,82.57352680661361,84.59508185104319,85.46793334558042,0.4842086789591183,0.6352440957257954,0.8677983739310791,1.1645771297022836,0.2670565,0.2433735,0.164557,0.1079137,0.3002028,0.2925,0.2435897,0.2105263,0.58171207,0.68509614,0.8101266,0.83453238,22.05963,9252.8978,0.01953269999999996,0.1485884,0.0998839,0.126242,0.6132911,84.899579,89.746651,65.611199,85.726969,72.050149,89.782029,0.0118961,0.008601999999999992,0.012423499999999997,0.1140964,0.31958,0.1228724,0.12645,0.56018,-0.19309309,56.13891,3.1927660000000007,3.1683249999999994,0.0663624,0.1115557,0.1528378,0.617435,0.2753794,2.742685,0.0119756488,0.0118867757,76.07104,0.2893356,31544.06,119797.407,5.2960907,16.17797,6.698189,11.516710000000002,880,38.3445,0.1652012,0.0088278,1661.026
602,Galax,64676,51,VA,Virginia,South,0.0140347,0,79.7583709161005,82.43763683989536,85.53773594248031,87.23684662632569,0.5768603781036421,0.7172892358110243,0.9403033774163819,1.2894118729820914,0.3333333,0.3666667,0.3333333,0.24,0.3666667,0.3448276,0.6666667,0.2,0.5,0.73333335,0.44444445,0.80000001,21.84721,9194.9876,1.508458,0.1759501,0.1183324,0.1350081,0.5164022,84.354618,87.837574,69.937441,82.451969,68.155047,79.44675,0.005409700000000003,0.004165699999999994,0.005661300000000001,0.1311975,0.26915,0.1420254,0.08706,0.60842,-0.80119036,43.0175,2.895974,3.158822,0.0727314,0.0786524,0.1380425,0.5936862,0.3210837,2.285245,0.005535283600000001,0.0057981322,55.66614,0.325102,30683.01,95959.00743,5.3766793,12.326298,4.899554,9.6167840000000009,5168.58,40.813,0.1668024,0.0047622,1208.094
700,Spartanburg,354533,45,SC,South Carolina,South,0.0181788,0,77.76916417718492,81.54539841616185,83.67140933705885,86.25009409355518,0.26937895865721145,0.3252621215441569,0.40396895678015493,0.5065253627756424,0.316156,0.242623,0.1746032,0.1056,0.3071377,0.2586352,0.2337662,0.1937603,0.56412101,0.71134019,0.79470199,0.86622071,21.73069,9127.5718,0.688978,0.1631822,0.111126,0.1257871,0.24444109999999997,83.744332,85.040445,67.504115,80.690271,67.326621,74.032029,0.0451206,0.0441604,0.0451741,0.1394965,0.34069,0.1257592,0.13061,0.5285,-1.0008878,59.60855,20.74983,2.516832,0.0584848,0.2371214,0.2851822,0.6295308,0.294631,2.90639,0.0170280341,0.0155584953,181.2923,0.2989705,33416.75,116802.482,5.4214951,15.939934,-1.008695,16.93127,7264.36,36.406,0.246103,0.0102306,2498.805
800,Gastonia,413331,37,NC,North Carolina,South,0.0149102,1,77.46943675741643,81.29315412614238,83.3486855419434,86.0032114632926,0.26059437795098295,0.2963134818721877,0.3675578600903625,0.47528470244791154,0.2908054,0.257326,0.1834532,0.1388889,0.2933233,0.2535613,0.2975971,0.2633452,0.58088237,0.73913044,0.78624535,0.83038867,19.45946,9649.2219,0.1897971,0.1611909,0.1011863,0.120936,0.4782335999999999,85.732599,86.215036,66.699827,84.877562,64.772486,67.121141,0.0380789,0.0344144,0.0414662,0.1336746,0.31426,0.1161881,0.1008,0.54393,-0.65939772,60.12372,13.77782,2.8896940000000004,0.0788723,0.207998,0.2162923,0.6476718,0.3110813,2.861825,0.0169452569,0.0153315382,245.4821,0.2883977,33582.14,118714.9002,5.2506508,16.369631,2.411811,13.54647,10244,35.43425,0.2139188,0.0122904,1996.33
900,Charlotte,1423942,37,NC,North Carolina,South,0.0196539,1,78.5432400100437,81.8744211420795,84.06668446472071,86.26706268740203,0.1596822087783441,0.18862986415877192,0.20586811954287793,0.22058315228915826,0.2645408,0.2336672,0.1707317,0.1197989,0.2999733,0.2660098,0.2592913,0.1938979,0.61026871,0.74680048,0.81881535,0.87686568,18.69895,8973.7286,0.1978452,0.1532993,0.1059961,0.1226606,0.7651110999999999,84.744641,88.00933,70.420231,84.231585,65.433716,56.381191,0.0983462,0.07842170000000001,0.11966079999999998,0.2233193,0.36011,0.0964086,0.15613,0.47738,-0.48383137,49.59942,22.73302,4.943881,0.0494205,0.5408527,0.6134979,0.6960222,0.1711353,6.525441,0.0342310291,0.021167997,298.0251,0.2407802,41423.26,165916.779,5.673504,16.993595,-2.291062,26.794249999999998,4790.28,35.835,0.2192885,0.0098831,2700.772
1001,Boone,77361,37,NC,North Carolina,South,0.0223031,1,80.27617761506275,83.76371268701313,86.87208384747137,86.54085444256569,0.5963171763570027,0.7512308153979644,0.8353502795889656,1.2225557929324318,0.3,0.2642276,0.1372549,0.09090909999999999,0.248227,0.2163265,0.1919192,0.1937985,0.7525773,0.79674798,0.89215684,0.88721806,20.4398,9237.569,-0.19083189999999994,0.1346123,0.103758,0.1266037,-0.1651867,82.439474,85.922111,64.830619,77.212661,66.390174,88.469217,0.0307025,0.0276064,0.03075,0.0764024,0.34435,0.1839939,0.14276,0.53016,0.012342780000000018,48.84502,2.1858559999999994,1.5317799999999995,0.0482022,0.2932297,0.4376498,0.5886975,0.1098454,1.7843,0.0140510076,0.0165587311,90.16611,0.374886,25952.73,149256.6141,5.2640922,13.936002,9.977794,23.10129,1673.67,40.01675,0.1673808,0.0048312,1348.464
1002,Morganton,164760,37,NC,North Carolina,South,0.0143212,1,78.57882029750667,81.94467487058823,84.48946224247649,86.15309501727606,0.4034258389102414,0.4722495573366142,0.6261699170389472,0.9092733677296175,0.2885376,0.2342857,0.2032086,0.1438849,0.2809917,0.3014925,0.3060109,0.2352941,0.62252963,0.75428569,0.77005345,0.8561151,20.22225,8456.8706,1.154742,0.1769148,0.1207072,0.121202,0.11902079999999998,80.476425,87.045207,67.003257,77.807954,63.700869,60.225891,0.012304200000000001,0.010698199999999991,0.010604499999999996,0.1165366,0.27304,0.1178257,0.07776,0.60328,-0.23112977,56.87727,4.73598,3.1457879999999996,0.0737259,0.202619,0.223848,0.6100568,0.3548365,3.839197,0.0131039087,0.0149854334,111.1526,0.3149605,30725.51,109955.7652,4.9263511,15.707923,5.55586,11.803070000000002,887.8559999999998,37.55075,0.1785387,0.0073567,1825.952
1100,Hickory,375363,37,NC,North Carolina,South,0.0148791,1,77.78682324460486,81.52002963891991,83.51133400558383,86.22490812726033,0.2753784899099874,0.31138091283944996,0.3719382369817436,0.4702331378797037,0.2717105,0.2466991,0.157971,0.1262683,0.2892562,0.2821428,0.2739521,0.2098062,0.60828876,0.72358292,0.80813956,0.88275087,19.31991,9096.3413,0.507348,0.1620339,0.0965466,0.1343497,1.0866449999999999,85.104624,89.644436,72.232345,85.939374,68.748385,56.66451,0.0375131,0.028770899999999995,0.0418441,0.1340848,0.31654,0.0905953,0.11834,0.56804,-0.23540835,57.75316,9.086671,3.952441,0.0622465,0.3382354,0.3814464,0.6880056,0.3651504,4.231016,0.0223596892,0.0185953331,219.8552,0.3215007,36023.97,137838.8294,5.2049369,16.672079,3.202498,15.08021,4109.34,35.5565,0.1901945,0.0094047,1917.402
1201,Franklin,44861,37,NC,North Carolina,South,0.0238556,1,80.5251680505163,83.63673837209622,85.59644173755933,85.97212711529022,0.643222184837171,0.778548777521112,1.0148725214456442,1.4613524093317887,0.2876712,0.1463415,0.1463415,0.0625,0.3142857,0.325,0.225,0.2083333,0.56164384,0.81707317,0.75609756,0.85416669,25.71206,8046.6251,1.518975,0.1587519,0.12363,0.1432849,0.839891,85.19195,88.542028,68.721815,84.334951,65.901356,48.535781,0.010646500000000003,0.009372999999999992,0.011196999999999999,0.044338,0.3105,0.1211513,0.20552000000000004,0.56475,-0.23370455,61.33167,1.0499100000000006,2.534496,0.0438462,0.4639407,0.5940471,0.5576459,0.1578838,3.088232,0.0124830031,0.0097412006,50.54652999999999,0.4157828,37260.51,141831.9072,5.1994378,15.814118,4.109753,16.66967,4680.83,41.238,0.1660463,0.0060995,1433.778
1202,Sylva,54082,37,NC,North Carolina,South,0.0154114,1,78.17729379183288,82.90751699480614,84.75907009717612,86.01801378539817,0.6197779985636473,0.787131233063367,1.005059848756965,1.3086767794543093,0.3100437,0.2789474,0.2119205,0.1410256,0.2828508,0.2864865,0.295302,0.2875817,0.63377196,0.73474801,0.83552629,0.90322578,25.34676,8158.446,-0.2807233,0.1582537,0.0942593,0.1149214,-1.515975,75.580363,74.970121,60.557475,64.579673,59.855369,67.559106,0.016147,0.019604799999999995,0.0142585,0.3260307,0.31979,0.1659851,0.08421,0.52059,-1.0006839,40.91195,1.4348580000000002,1.531008,0.058164,0.2486897,0.4892583,0.6091752,0.1059949,1.475301,0.0097259717,0.0103731371,41.25618,0.4121068,28766.82,129447.3753,5.6222155,14.643370000000001,3.8492860000000007,20.60505,971.2269999999999,40.59225,0.2168407,0.0072852,1581.042
1203,Asheville,398505,37,NC,North Carolina,South,0.0177694,1,79.76073461602648,83.40301982972022,84.99613830137504,87.12896250447547,0.2579555835185163,0.304992312045003,0.3614146145785588,0.40810348333322755,0.3249551,0.2131051,0.1406452,0.1069652,0.258406,0.2287621,0.2084433,0.1711712,0.64526182,0.80283427,0.87814569,0.89987326,20.74022,8113.1971,-0.2608798,0.1464218,0.1090154,0.1108566,0.7620637,78.672202,88.434652,73.135714,79.662778,71.071345,49.955330000000004,0.0357234,0.0340073,0.0366499,0.1681984,0.33097,0.1110536,0.13046,0.54513,0.05522190999999999,57.71922,5.033312,2.995445,0.0463361,0.3012281,0.420173,0.6041282,0.1782939,3.80049,0.017309695,0.012712513,165.2543,0.3139794,37445.13,158120.8806,5.6491172,16.176243,9.045191,23.19942,5560.47,39.013,0.203271,0.0092597,2059.415
1204,Andrews,59681,37,NC,North Carolina,South,0.0153418,1,80.71925387180046,83.09890774995729,86.20412932127155,86.53138003599915,0.5294809567622318,0.7557684056023506,0.7885326677301815,1.2023668945991324,0.3333333,0.2786885,0.04000000000000001,0.2083333,0.2428571,0.2372881,0.125,0.2083333,0.6111111,0.82258064,0.80000001,0.79166669,23.40525,8262.5763,1.42366,0.1642313,0.1247138,0.1352774,0.8025379,84.817267,87.750623,64.507074,85.519118,69.499885,48.80838899999999,0.0077435,0.007422199999999997,0.007273700000000001,0.050597,0.28912,0.1340711,0.55821,0.51937,-0.99930048,54.91027,0.9349708999999997,0.9986427000000004,0.0579221,0.4706998,0.6247268,0.5246205,0.1538307,1.4702200000000003,0.0115112012,0.0043397396,51.48898,0.3608479,33712.03,137143.781,5.1672161,15.684757,1.551238,13.08081,7563.42,40.83275,0.1656641,0.0062331,1931.542
1301,Bennettsville,71586,45,SC,South Carolina,South,0.0201649,0,77.78696273056474,81.72169380426816,82.23855582741116,85.72028916204003,0.5516974298639058,0.7307614989031549,1.097844408290985,1.7438869950552243,0.3087248,0.2462908,0.2727273,0.1797753,0.3265306,0.2883435,0.2429907,0.25,0.52466369,0.71513355,0.78181821,0.7977528,22.06901,9495.0193,-0.4708924,0.1514734,0.0879985,0.1198114,-0.5025707,89.173531,83.389771,59.621941,81.60694,56.864601,99.233048,0.009885999999999999,0.008339800000000001,0.0072418,0.0765086,0.32734,0.2086626,0.12783,0.43947,-2.4401389,48.98584,39.95614,1.642779,0.0828626,0.025660900000000014,0.02287499999999998,0.5744633,0.3596343,1.2357199999999997,0.0153102562,0.0180063141,56.000789999999995,0.3400332,25531.41,81744.11458,5.4929564,14.902903,-10.91957,9.136410000000001,1272,34.9235,0.316179,0.009094,1335.1
1302,Florence,548986,45,SC,South Carolina,South,0.021352,0,78.58946145692227,81.53052599433062,83.72581885382883,85.23419209641497,0.2080189756486977,0.25888437309536616,0.31502163987350745,0.41788286425078336,0.2836148,0.2413134,0.2276596,0.1728473,0.3232258,0.2802882,0.2576419,0.2230819,0.60627627,0.75289834,0.80306345,0.87917739,22.76619,9636.5557,0.23098759999999996,0.1573766,0.0978484,0.1280929,0.2917134,87.43927,85.108463,64.453708,81.968645,67.433186,75.635783,0.0467402,0.0536623,0.0426535,0.2013288,0.41499,0.1704115,0.13675,0.42169,-1.9584137,43.57106,34.07701,1.7237229999999997,0.0638828,0.3063382,0.42633940000000004,0.6145274,0.1617301,2.321656,0.0229495834,0.0135231135,106.8625,0.3266602,32610.36,128373.2305,5.7098479,15.871224,-2.105922,16.62491,3523.31,35.914,0.294691,0.0094848,1725.847
1400,Fayetteville,644101,37,NC,North Carolina,South,0.0160278,1,78.38147459688835,81.34802906492116,83.06271044538613,85.63676469618397,0.21651650349101415,0.287918707435234,0.34254768670408636,0.41288171948835073,0.3044903,0.2411167,0.1928295,0.131952,0.3633889,0.2943496,0.2756219,0.2422222,0.57923311,0.73846155,0.8123138,0.85430461,20.12574,9395.6465,-0.4753865999999999,0.1449699,0.0864868,0.1258902,0.4901736,84.587471,85.268413,72.02597,82.468074,65.907505,71.687619,0.0519758,0.0525659,0.0477869,0.1732933,0.3479,0.1586815,0.1149,0.49408,-2.2102322,37.74454,29.85355,5.720842,0.0714458,0.2389393,0.2785201,0.6378469,0.2019115,4.662555,0.030481244399999996,0.0375096452,162.0287,0.3216631,29959.11,117319.6199,4.8660187,16.342744,-5.483594,16.88259,2936.94,34.775,0.2758113,0.0113352,2089.798
1500,Wilmington,361559,37,NC,North Carolina,South,0.0222326,1,78.87964571534795,82.43749361672484,84.06146453345308,86.6636394090633,0.27461656925812244,0.3351174415280661,0.3755133235573314,0.40225190689802137,0.3081617,0.2361428,0.1730475,0.1172492,0.3023622,0.2488226,0.2351097,0.1983664,0.63473523,0.77501941,0.86562502,0.87045455,19.84394,9325.1102,0.4875348,0.1526232,0.1087433,0.1295974,1.641207,89.538395,90.550661,74.805991,88.123821,74.056522,54.529278,0.0638425,0.05969920000000001,0.069344,0.1547628,0.39727,0.1518868,0.12594,0.46309,-1.2280171000000002,43.39928,21.03861,2.5442599999999995,0.059588,0.48795220000000006,0.6652712,0.6098379,0.1197418,2.821472,0.0327194179,0.0174107131,96.77338,0.3174942,35616.59,158151.0814,5.378793,16.101843,-0.1525012,21.08519,3723.04,35.8625,0.2534681,0.0108862,2143.638
1600,Rocky Mount,216840,37,NC,North Carolina,South,0.0168744,1,78.60429358039937,81.64394660688718,83.66034990637581,85.08359430180388,0.3566453282765718,0.4494060477990578,0.5371668811291641,0.6978889584635721,0.2457627,0.2286634,0.205036,0.1318328,0.3898734,0.3443709,0.3320895,0.2582781,0.58980584,0.71268058,0.78417265,0.83012819,19.53864,9004.9749,1.245019,0.1668092,0.1003189,0.1501258,1.0270039999999998,86.504702,90.493408,69.621166,85.562625,71.96499,70.463379,0.0531913,0.0495037,0.0556411,0.1694319,0.40147,0.1673181,0.11255,0.44348,-1.3951950000000002,39.8123,41.58873,4.127468,0.0724124,0.1640979,0.1848332,0.6194996,0.2321969,3.510804,0.0131986718,0.0153200517,153.0941,0.360095,31548.58,115699.3684,5.0841433,15.843031,-6.231404,14.25413,5704.58,35.0385,0.291425,0.0154526,2899.386
1701,Raleigh,1412127,37,NC,North Carolina,South,0.0215574,1,78.76504547319945,82.1604370212019,84.68373144266775,87.00102985983064,0.1794331308017273,0.1995613873089896,0.20995772865160983,0.2045041770299898,0.2619358,0.2056738,0.1580867,0.096858,0.3048916,0.2706748,0.2448464,0.1893263,0.63582093,0.76706421,0.84638047,0.89421207,17.38208,8857.6729,-0.39648150000000004,0.1485393,0.0907769,0.1217532,0.9643945000000002,84.323179,88.581102,73.018211,82.789058,71.418646,61.094458,0.0987872,0.0872595,0.1137754,0.15935,0.33098,0.1073191,0.17762,0.44848,-0.40136127,39.94598,23.01592,6.113331,0.0442383,0.7122274,0.8422654,0.6944391,0.1412988,8.519555,0.0333610221,0.0226608513,268.2352,0.2495372,40545.81,188910.9327,5.7296797,15.95935,-0.3586879,35.079409999999996,5642.45,36.93225,0.2106337,0.0087048,3146.705
1702,Henderson,62926,37,NC,North Carolina,South,0.0164034,1,78.78639637361077,81.9476689583702,83.77564717862917,85.55112462907117,0.6250625298864779,0.859173687515281,1.1260512210437894,1.5245904154752024,0.2477612,0.2585366,0.2820513,0.2195122,0.4233129,0.3283582,0.3026316,0.2682927,0.5281899,0.69565219,0.87179488,0.80487806,20.25818,7706.0323,2.694887,0.1696844,0.1204342,0.1743749,0.9419383,85.683033,87.954753,71.255972,83.908785,69.279855,55.861863,0.0335116,0.0321436,0.0337902,0.0949566,0.3695,0.2017338,0.1268,0.40035,-1.6357095,43.71643,49.93167,3.6137690000000005,0.0906319,0.1877312,0.2464644,0.580119,0.2619767,3.090425,0.0148269396,0.0198169278,92.23737,0.3449313,29491.89,108830.2213,5.4317725,16.506786,-10.28387,10.98565,770,33.47,0.3394238,0.0120777,2116.281
1800,Goldsboro,222553,37,NC,North Carolina,South,0.0163958,1,78.21605823673559,81.17633628488714,82.4408431633916,85.26904949798536,0.36435115667426177,0.4375880189763472,0.5791025699070583,0.796726073834758,0.2301943,0.2417795,0.176,0.19183670000000003,0.4096,0.3239437,0.2827869,0.2295082,0.59226191,0.68532819,0.77999997,0.78542513,23.2112,9661.8439,0.9927632,0.1787345,0.0996984,0.134036,0.611131,86.821945,87.504321,70.876345,79.641371,68.297745,69.356161,0.025556,0.0289702,0.0211582,0.1132062,0.34623,0.1610819,0.1111,0.50059,-1.6120602,39.4661,31.10135,8.765103,0.0598298,0.1857288,0.2308221,0.6173569,0.190936,6.504087,0.0164859606,0.0213387373,96.10433,0.3484129,28924.63,109293.4765,4.7863838,16.293939,-4.023442,12.953690000000002,2664.69,37.61975,0.2502053,0.0079121,1843.966
1900,Jacksonville,536909,37,NC,North Carolina,South,0.0173889,1,78.61315967580228,81.76485670618428,84.00774102764993,85.70591322944588,0.25706361711123876,0.31804691147141556,0.3371381753249515,0.43944072711711574,0.2828332,0.2209358,0.1627907,0.1164021,0.3501027,0.300942,0.277,0.2393472,0.62636817,0.75,0.81640625,0.8720212,17.91516,9045.5576,0.7550503,0.153742,0.1059897,0.1395389,0.6540755,86.479056,86.844348,68.919606,80.312509,71.771641,68.036224,0.049144,0.0481593,0.0483803,0.1355732,0.34851,0.1539724,0.11594,0.51684,-1.9257765,34.18605,25.61123,4.410244,0.0601767,0.3060175,0.3654688,0.6538132,0.1262336,3.40685,0.0327336662,0.038563332,130.2945,0.3751614,29500.39,127224.1318,5.0227455,16.280413,0.7575593999999999,18.50532,1084.9700000000003,37.20775,0.2434292,0.0079759,2523.385
2000,Virginia Beach,1119468,51,VA,Virginia,South,0.0283187,0,77.94671118718068,80.89161227854935,83.51153152275748,86.0094414701202,0.19707044244349464,0.22114884291806453,0.2309826585578485,0.2564643276793741,0.2460589,0.2370585,0.1939338,0.1316364,0.316312,0.2555942,0.2611586,0.2213115,0.59958935,0.74529666,0.8223443,0.86066765,14.46446,8985.0598,0.18583070000000002,0.1534263,0.0963553,0.1310004,0.6505659,86.005497,83.711187,73.562384,80.340795,68.023391,57.602939,0.1108495,0.1111491,0.10874980000000001,0.1892905,0.34327,0.1125722,0.10785,0.52275,-0.9496714,34.57321,30.82009,3.075121,0.0343752,0.2835566,0.3727048,0.6826952,0.0908886,4.473464,0.0284536941,0.0292942719,436.34090000000003,0.2534989,34928.8,146902.7398,5.8974505,15.308998,5.390189,22.66034,3090.38,37.92725,0.2608933,0.0060573,2365.744
2100,Washington,124216,37,NC,North Carolina,South,0.0253357,1,78.79596550523848,81.73757786829472,83.63552718670195,85.52082887464121,0.45791970785390407,0.5863791129688303,0.6207890160748691,0.8127231781110805,0.2700297,0.2307692,0.1965318,0.1626506,0.4254659,0.3072464,0.2705882,0.2147239,0.61834317,0.7450425,0.82658958,0.86144578,20.09669,8275.3544,1.73907,0.1776569,0.1084067,0.1499233,0.840382,88.506065,88.577202,72.487763,80.266612,70.883378,73.249386,0.0371429,0.0421475,0.0290613,0.1584182,0.36473,0.1704282,0.11065,0.46068,-1.0656222,46.62201,28.7636,2.609165,0.072235,0.1906181,0.2919724,0.5943025,0.1615072,2.237978,0.0133638179,0.0163344497,41.07820000000001,0.3867532,32919.36,124964.4529,5.7228083,14.22461,-0.0670232,16.99632,880,37.50625,0.2618759,0.0089119,2822.53
