cz,czname,pop2000,fips,stateabbrv,statename,Region,taxrate,tax_st_diff_top20,le_agg_q1,le_agg_q2,le_agg_q3,le_agg_q4,sd_le_agg_q1,sd_le_agg_q2,sd_le_agg_q3,sd_le_agg_q4,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,cs_educ_ba,tuition,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc
20002,Calais,33941,23,ME,Maine,Northeast,0.0242305,0,79.97127422453543,81.42823499371636,84.74169674946432,83.68097804062043,0.8475136050536558,1.0608667106457337,1.2710408439850758,2.2239413482407553,0.3106212,0.1985981,0.1496599,0.1382114,0.2892562,0.2799043,0.3566433,0.2666667,0.61277443,0.73953485,0.76870745,0.87804878,16.47013,8364.71,0.7880051,0.1802415,0.1127471,0.1146764,-0.006793799999999989,79.110639,80.835735,73.631124,79.25072,68.699187,86.81,0.007945399999999998,0.007111999999999993,0.008940200000000002,0.1958624,0.31569,0.190147,0.06180000000000001,0.5292,-0.72341027,25.86253,0.23275680000000065,0.8072832999999999,0.0658108,-0.029230900000000004,0.1519025,0.5697261,0.1384053,4.027642,0.0110780472,0.0134056156,13.214439999999996,0.4930646,26504.86,91577.1,7.9879149,13.707563,4.963303,14.7,2700.78,38.9405,0.2128524,0.0064524,1528.889
20003,Presque Isle,73938,23,ME,Maine,Northeast,0.0233266,0,79.64595646984523,82.97996419158888,85.79321390137729,88.23153881047239,0.5958870680296218,0.7684015524619102,0.9987605859442837,1.2467207161960239,0.2738239,0.226209,0.2022901,0.1164021,0.2579415,0.2560386,0.3007813,0.1989247,0.60051882,0.71951222,0.76113361,0.85164833,14.52895,8307.18,-0.9327248,0.144263,0.09093,0.1082393,1.530335,88.660031,87.848729,80.657161,84.872908,78.193833,72.9,0.008435200000000004,0.008518899999999989,0.009184000000000005,0.057003,0.2927,0.14325,0.07492,0.59967,-0.66095397,60.84422,0.36381830000000015,0.5964457000000003,0.0443702,-0.1904392,-0.10597440000000002,0.5859588,0.1249573,5.851484,0.0113743948,0.0121453109,11.082589999999996,0.5120122,27951.67,80246.6,6.8230493,15.660095,3.044536,14.6,7162.6,43.637,0.1762027,0.0078444,1769.405
20100,Portland,690459,23,ME,Maine,Northeast,0.0272254,0,80.05335506067574,83.2029016682968,85.23492306462481,87.52878114217994,0.23695916402189837,0.2585634382761994,0.29936898865033734,0.3427307521054661,0.2860041,0.2166641,0.1475042,0.09085889999999999,0.2672052,0.2291732,0.2223506,0.1576869,0.64177579,0.78393942,0.85211688,0.8943159,11.55667,8119.9303,-0.11234810000000006,0.1546827,0.1082179,0.1100265,1.0152489999999998,77.338874,88.09993,79.021242,83.270447,71.29733,54.848603,0.0537745,0.0498169,0.0547235,0.052306500000000006,0.30597,0.1018665,0.13348,0.57433,0.33447149000000004,36.51064,0.6310295000000004,0.8106201999999989,0.0356863,0.1490128,0.3046993,0.6641631,0.1405992,2.784543,0.0164079257,0.013795171,65.22643,0.3633758,37252.09,142608.8497,6.8503607,15.89646,2.792609,24.40889,3537.73,42.808,0.2112032,0.0067071,1931.044
20200,Burlington,321496,50,VT,Vermont,Northeast,0.0302063,5.9,80.10967291092412,83.10339514209646,85.46579992372762,87.534989702345,0.3789266202123242,0.37585731943721334,0.4268208768285802,0.4624693849912635,0.2772044,0.2126591,0.1352208,0.0807313,0.2485153,0.2049427,0.1952507,0.1505359,0.67574298,0.79438514,0.85940552,0.91795743,9.40514,7185.8309,1.110704,0.1608134,0.1308734,0.1225324,0.8242500000000001,79.424701,89.117941,70.96641,81.429134,72.002579,51.227305,0.0621495,0.058154300000000006,0.0669652,0.04443710000000001,0.28897,0.0925918,0.11589,0.55812,0.45119355,42.20924,0.5835220000000003,0.8955010000000003,0.0311268,0.2391205,0.43432500000000007,0.7061405,0.1608122,4.362917,0.0123454102,0.0132972105,93.93863,0.3658827,37131.2,160140.9716,9.1014912,14.843998,6.641425,31.829159999999998,12201.099999999999,43.8075,0.1822324,0.0047466,1865.589
20301,Berlin,95549,50,VT,Vermont,Northeast,0.031605,5.9,79.70421871000187,83.42321274193549,85.19474023136546,87.95071398757617,0.5430774238476826,0.6191968585633496,0.7715268219562391,0.98693144776,0.2830736,0.2011673,0.1566952,0.09813659999999999,0.2624247,0.2377313,0.2388781,0.1898734,0.64962935,0.7951858,0.84881425,0.87676507,13.58408,7327.0392,1.8825030000000003,0.1857323,0.1324705,0.1263674,0.7958934,84.676963,89.565693,71.342837,77.777649,71.519466,58.305806,0.014151999999999998,0.015635199999999995,0.0127631,0.017555600000000005,0.27293,0.1208202,0.10699,0.60773,0.50907756,48.77184,0.22710859999999933,0.6530681000000014,0.0472624,0.0533691,0.20596929999999997,0.6403609,0.1933014,4.040225,0.0155836272,0.0118682561,25.053039999999996,0.4328852,31203.67,101092.3234,7.8248318,13.768826,3.675532,16.27576,6297.9,44.84325,0.2076755,0.0030664999999999998,1842.063
20302,Claremont,265884,50,VT,Vermont,Northeast,0.0374284,5.9,79.89647847552628,83.15303672857893,85.40523425775594,87.63329275660779,0.3889937805208003,0.405591212621102,0.4355327183864033,0.48591687159519475,0.2768099,0.2074006,0.1346154,0.0839735,0.2554173,0.2115505,0.1989947,0.151974,0.66946054,0.79781961,0.86102629,0.91586208,11.63189,7258.0291,0.4185782,0.1529481,0.1133554,0.1230147,0.5151932,70.916277,88.476761,72.133494,78.754534,73.921122,52.422607,0.0295862,0.021409999999999995,0.0366566,0.0409312,0.2884,0.0827988,0.11609,0.60031,1.0262942,33.21373,0.38249760000000066,0.9402596000000001,0.0288792,0.1659994,0.3234761,0.68014,0.1430252,3.266986,0.02024191,0.0172067518,57.80851,0.38323,38571.1,137978.5225,8.3518432,14.57709,6.5848,29.13865,16322.7,44.2665,0.1928065,0.00255,1939.671
20401,Providence,1582997,44,RI,Rhode Island,Northeast,0.0249543,6.15,80.2101580367039,82.85070109572979,84.74904505241766,86.62345042178663,0.17481602672762026,0.18355187042553256,0.1925347482374638,0.20443287707424151,0.2811408,0.2520751,0.1905327,0.1262104,0.2585259,0.2090759,0.1931042,0.1785196,0.58580339,0.733271,0.80465502,0.8640092,10.94697,9464.3098,-0.4791424000000001,0.144042,0.0961748,0.117616,0.8190266,78.903022000000007,86.779617,75.134118,84.69238,73.942804,73.693831,0.0894737,0.08503920000000001,0.0915913,0.2300731,0.2908,0.112836,0.13552,0.52939,-0.3892911,62.28382,3.2665889999999997,6.952761,0.0460485,0.1133792,0.1678646,0.6498393,0.1712956,11.50286,0.01368417,0.0193108389,988.8024,0.3280352,39543.27,186213.2191,7.2026475,14.764829,-2.205956,23.63823,11923.600000000002,43.36875,0.2480018,0.005916,1878.804
20500,Boston,4974945,25,MA,Massachusetts,Northeast,0.0228757,0,80.71370427885073,82.4511999514625,84.53764520040868,86.79598057324259,0.11240092100629423,0.11564418393200748,0.11026285391870516,0.10044969285701855,0.2524504,0.2144468,0.1703788,0.1072783,0.2585522,0.2058204,0.200859,0.1633316,0.59851563,0.73591506,0.82324976,0.88718837,5.015712000000001,9840.8985,-1.130316,0.1404922,0.0890115,0.106696,0.9416737999999999,77.3821,88.7243,77.477702,83.010713,75.58356,72.541048,0.0925692,0.0749901,0.1069717,0.2640431,0.2625,0.08777189999999999,0.21448,0.44446,0.29760735,65.19302,5.376421000000001,6.65334,0.0361275,0.116182,0.1788251,0.6651028,0.1203218,13.225000000000001,0.0137324131,0.0220119016,1143.2310000000002,0.2510138,49444.61,277866.8596,7.889655,16.014691,4.08448,35.71164999999999,15931.400000000001,44.61025,0.2061781,0.0055245,2474.746
20600,Manchester,1193391,33,NH,New Hampshire,Northeast,0.0335106,0,79.59114253208057,82.73161350323824,84.67930402432701,86.6758800266175,0.19977345656827622,0.20254683929268252,0.20168789582655144,0.2146909243314239,0.3027254,0.2393751,0.1775068,0.1152596,0.2496694,0.2242248,0.2161819,0.1894888,0.62862271,0.76317638,0.83065903,0.88923168,12.38747,8417.7856,0.10726800000000003,0.153727,0.1064316,0.1191486,1.117973,76.818233,88.94129,76.652937,85.859284,74.375296,58.24476,0.0719669,0.0600302,0.084336,0.0796084,0.25328,0.0642543,0.12697,0.53581,-0.26219088,48.47464,0.6961674999999996,1.6696119999999999,0.0346816,0.3858205,0.5250096,0.7077018,0.1817662,4.361149,0.0241320741,0.0205875526,229.4751,0.3011275,43529.74,182596.3449,6.5461091,16.78968,3.6298090000000003,28.430419999999998,8732.02,44.238,0.1725818,0.0036007,1804.27
20700,Keene,118041,33,NH,New Hampshire,Northeast,0.0420323,0,79.65146548712954,83.41387896069638,84.02035263783527,85.83775386023095,0.5759041905917782,0.6000208299553953,0.6881843216969358,0.8997009612744393,0.2657309,0.2078783,0.1412472,0.0997067,0.2331503,0.2106323,0.1990776,0.1667919,0.70478725,0.8222698,0.85680002,0.90315139,12.96128,7818.3004,1.352827,0.1610379,0.126746,0.1336097,0.8159052,75.882629,88.498266,75.07971,81.403169,70.932364,49.29435699999999,0.0249812,0.0299151,0.0232223,0.023655900000000007,0.22948000000000002,0.08492619999999998,0.24837000000000004,0.59261,0.68424623,29.25255,0.38969510000000085,0.8658009000000009,0.0306198,0.1917435,0.3394152,0.6933247,0.1590129,2.54751,0.023551139,0.0173837904,78.89838,0.4072037,37048.11,142275.8148,8.5130815,14.26049,1.880568,28.06087,4731.52,43.1825,0.1989049,0.003719,1855.974
20800,Springfield,680014,25,MA,Massachusetts,Northeast,0.0184174,0,80.42879858066016,82.50589113377707,84.79176436461904,87.01673778095957,0.2911339903193673,0.28107432233164253,0.2919321866789087,0.3153876186899496,0.2755811,0.2319269,0.1731949,0.1257758,0.2924576,0.2411089,0.2314496,0.1913265,0.5714646,0.73281562,0.81931311,0.87462556,5.821284,8739.7059,-0.6775249,0.1469571,0.092892,0.112322,1.277927,82.71713,88.055932,79.07794,84.736209,76.111128,67.130709,0.0792939,0.08022660000000001,0.075399,0.2948173,0.30659,0.1305737,0.10672,0.51898,0.23488475,58.58291,5.495181,11.15183,0.0369641,0.05241209999999999,0.1104088,0.647309,0.1476392,6.70371,0.0130879658,0.0152805678,367.6822,0.3416439,36670.92,163983.2819,7.8550541,14.960605,-0.3686169,25.30044,7485.12,41.49175,0.2863543,0.0061175,2419.603
20901,Bridgeport,3405565,9,CT,Connecticut,Northeast,0.0264855,0,80.053091040375,82.50846680497946,84.57992702458606,86.88759078273739,0.1359559867309173,0.13335912420459795,0.12751325528758062,0.11473493110496913,0.2562929,0.2302582,0.1799526,0.1150787,0.2610372,0.2160855,0.1951455,0.1573103,0.60449135,0.7377125,0.81043184,0.88183218,10.39384,8971.5436,-0.6223321,0.1423405,0.0969009,0.1137978,0.6892762,78.628148,85.210399,74.792357,82.887021,70.891061,60.653595,0.1167915,0.09660170000000001,0.12989600000000004,0.2685782,0.27355,0.0786307,0.2168,0.43817,0.49268886000000006,57.87885,8.679059,9.405869,0.0312239,0.0958911,0.124948,0.6655764,0.1481621,10.863600000000002,0.0142466815,0.0161288949,702.9315,0.3078378,53281.22,246074.99590000004,8.8876934,14.887752,-4.992567,31.394189999999995,9746.7,42.44825,0.217308,0.0080174,2475.889
20902,Pittsfield,171947,25,MA,Massachusetts,Northeast,0.0220342,0,80.94566728433897,82.90487149244514,85.62684492328701,87.33401343262366,0.47775012326631205,0.5119083231904265,0.5648119401366597,0.5846908177423212,0.2952854,0.2058288,0.1410405,0.0975124,0.2575272,0.201623,0.1899642,0.1277891,0.63907737,0.79457629,0.85678393,0.90360171,6.179638000000001,8565.3237,-0.2817375,0.1515151,0.1047388,0.1103305,1.372351,82.662307,90.337621,78.81382,85.062885,73.264166,58.595568,0.0524906,0.0449069,0.0531126,0.0672207,0.29903,0.0958433,0.13776,0.54736,0.9507477999999999,62.36224,1.5813009999999998,1.529541,0.0355594,-0.03646859999999999,0.04110720000000001,0.6416807,0.1382412,3.455375,0.0136321076,0.0141380774,106.9597,0.4793611,41091.46,155400.7777,8.1237798,15.581883,4.525262,26.23666,24619,42.5115,0.2378362,0.004228,1669.269
21001,Ashland,47701,55,WI,Wisconsin,Midwest,0.026773,0.25,79.12081462650188,83.36496727831334,85.47375080564221,84.49325787616662,0.8172993880874757,0.8756895311678629,1.0378451571798186,1.801881922451978,0.2262774,0.1793478,0.1551724,0.1132075,0.2686567,0.2928177,0.3508772,0.1923077,0.65151513,0.78651685,0.7758621,0.94339621,12.35364,7608.0269,0.9121429,0.1876266,0.1021914,0.122657,0.9166418,78.916647,87.380391,77.871488,83.592383,70.925631,62.375218,0.0108814,0.010356199999999989,0.008719999999999999,0.23562859999999997,0.24927,0.110939,0.07108,0.64579,1.5249879,58.28809,0.14884379999999986,0.8280749000000007,0.056225700000000003,0.028193899999999994,0.2854054,0.6324599,0.1989739,0.9588281000000003,0.006645563,0.0083855684,12.64397000000001,0.5326204,32218.23,95473.83388,7.1194642,16.319346,7.587877,16.944210000000002,14415,46.2015,0.1784885,0.0065243,2724.796
21002,Houghton,47063,26,MI,Michigan,Midwest,0.020334,0,79.37812204631875,82.43756561185616,86.19049348270087,85.56948405183358,0.8078607894491479,0.9551517042236116,1.14322559323638,1.6151828093003073,0.3703704,0.2820513,0.2105263,0.04761899999999998,0.24,0.3421053,0.3157895,0.2380952,0.66666669,0.74358976,0.84210527,0.85714287,15.87999,8115.1148,0.9891055,0.1994924,0.1037268,0.1148058,-0.4795317,78.479082,85.010735,59.727397,81.268599,60.652385,81.756794,0.015590300000000001,0.018589799999999997,0.010407600000000003,0.1244727,0.25384,0.1557231,0.12232,0.63775,0.4595654900000001,50.21142,1.7954660000000002,0.7436839999999991,0.0655442,-0.025993899999999986,0.2378116,0.5625314,0.0892492,2.26967,0.006586915400000001,0.006331937999999999,19.157070000000004,0.5498323,26975.07,74650.51175,6.4342951,17.974352,7.374712000000001,20.56071,4934.84,46.68575,0.1916055,0.0027834999999999995,2240.083
21003,Ironwood,32049,26,MI,Michigan,Midwest,0.0248644,0,78.5730804763073,82.58112846465987,83.36552878663004,86.8158836672304,0.847468654765341,0.8857477580992906,1.4349391364231854,1.6737950547029705,0.1666667,0.2222222,0.2424242,0.2241379,0.3333333,0.2222222,0.5,0.3333333,0.66666669,0.8888889,0.80681819,0.75,16.43342,7377.0563,0.8439964,0.1571993,0.1184538,0.1283298,-2.065788,47.712113,83.455642,38.556556,79.956032,63.838351,64.899919,0.012411900000000003,0.012007199999999999,0.011874700000000002,0.1586509,0.26606,0.1271247,0.06552,0.63636,1.0865314,55.18425,0.9516677999999992,0.7987768999999991,0.0726991,-0.1165477,0.02925259999999999,0.5340362,0.1428236,1.391277,0.0039314799,0.0037442666000000006,10.108100000000007,0.5536103,32111.43,58905.0892,6.9015011,15.393514,8.368818,14.56037,1922,46.2015,0.2032277,0.0023714,3036.238
21004,Rhinelander,67833,55,WI,Wisconsin,Midwest,0.038219,0.25,78.860076547840393,83.82374455403676,84.90592098778701,87.73525342088816,0.6033074402461807,0.6665760458262975,0.7514786017143368,0.9857090040723754,0.3333333,0.2053571,0.1818182,0.0892857,0.2676056,0.2342342,0.3484848,0.2545455,0.54166669,0.84821427,0.80303031,0.875,12.69851,7576.3835,0.03653059999999997,0.1625443,0.1138817,0.1036029,1.2183449999999998,82.395634,89.632109,74.349228,83.699011,74.626676,53.152805,0.013349699999999999,0.012115500000000001,0.012062499999999997,0.197612,0.29868,0.0842205,0.10478,0.60816,1.9278727,59.31036,0.4039332000000009,0.7857533000000005,0.0553251,0.1943481,0.3738034,0.5971686,0.1070021,1.4948879999999996,0.0193268763,0.0151253815,22.518900000000002,0.5089833,37114.96,142752.9159,7.8274701,16.07226,2.187065,17.77808,2018,45.74925,0.1842105,0.0130461,2511.64
21101,Rice Lake,92542,55,WI,Wisconsin,Midwest,0.0282606,0.25,80.44566566280042,82.1847757337935,85.202912655388,86.26952130589316,0.5337941001930527,0.6231936127662752,0.7466143396483169,1.0579631469788957,0.2864865,0.1617647,0.125,0.0967742,0.3370787,0.2525252,0.2428571,0.3442623,0.62162161,0.78921568,0.8611111,0.85483873,13.191,8312.6268,0.7871743,0.1546101,0.1220039,0.1252588,0.4651930000000001,72.128815,89.785292,68.349463,83.137173,71.963518,63.892192,0.007264899999999998,0.006998399999999995,0.0061975999999999976,0.1852208,0.26711,0.1016174,0.14031,0.61395,1.5421291,56.75801,0.2247628000000006,0.9012125000000006,0.0526848,0.1519369,0.3783888,0.6386586,0.2235228,1.29757,0.0143286292,0.0145123295,24.086479999999995,0.4990113,33974.12,107002.6439,7.3586856,15.743721,6.642386,14.618400000000001,3002.92,46.72575,0.1780699,0.0064462,2679.167
21102,Amery,56993,55,WI,Wisconsin,Midwest,0.0257457,0.25,79.48490388136963,82.49594372609238,84.59355372402092,86.78067713145364,0.7325087154811498,0.7757968209501752,0.8368733492550314,1.1044808418180208,0.2524272,0.1496063,0.1590909,0.16,0.3431373,0.233871,0.30232560000000003,0.24,0.70873785,0.81889766,0.88636363,0.80000001,11.93781,8212.0053,0.3905852,0.1407643,0.1164645,0.1283723,-1.585506,40.811946,84.411054,67.627267,73.350353,62.666692,74.530581,0.0212583,0.019462399999999998,0.0238669,0.065718,0.23348000000000002,0.0757808,0.0772,0.62484,1.5715984000000003,52.23975,0.19300619999999924,0.7878160000000003,0.0514841,0.275268,0.534655,0.6490991,0.2662739,1.0347530000000003,0.0307581633,0.0215640517,32.77734000000001,0.355773,36391.74,128762.3531,8.8298115,16.347421,7.445689,15.15997,10316.6,46.9005,0.1630085,0.0027834999999999995,2603.569
21201,Hutchinson,72898,27,MN,Minnesota,Midwest,0.0153746,2.5,79.97779377754492,82.99970761498638,86.90291427070122,87.69178214590112,0.7549480078971673,0.8143648852788673,0.6770145338650083,1.001125206714213,0.2592593,0.2075472,0.1111111,0.0666667,0.3703704,0.3269231,0.3333333,0.3,0.62962961,0.7037037,0.85185188,0.93333334,10.50895,7415.0007,-0.1969588,0.1595359,0.1087155,0.1033506,-0.3207745,66.58758,72.869551,73.702966,82.974946,67.42204,53.863306,0.0111413,0.009139799999999997,0.011846100000000005,0.0691068,0.20674000000000003,0.0620357,0.06513,0.66791,1.705826,79.14209,0.16598529999999911,3.551538,0.0412552,0.1095755,0.2867432,0.7070292,0.3045015,1.919753,0.0250212626,0.0229773108,43.15791999999999,0.4640259,37752.68,126907.864,5.951244,18.082233,6.678273,14.133590000000002,3921.7,52.64875,0.1330125,0.0062553,3364.073
21202,Redwood Falls,33969,27,MN,Minnesota,Midwest,0.0205922,2.5,79.66398102449504,82.98929484830748,85.06039678874524,84.98387344824974,1.0091067567634084,1.0521724267626336,1.2153163519604038,1.8950223805402016,0.2222222,0.09523810000000002,0.194079,0.1818182,0.4117647,0.3809524,0.2,0.2727273,0.66666669,0.85714287,0.80000001,0.90909094,11.16681,7833.1643,1.547519,0.1831405,0.1204633,0.1289201,0.5421758,74.41626,88.195931,74.05018,82.70012,67.652826,61.127969,0.0054178,0.00487209999999999,0.007069300000000001,0.0984333,0.21439000000000002,0.08227390000000001,0.07039,0.68871,2.8298357,87.35906,0.09420350000000077,3.144043,0.0462091,-0.14526189999999997,0.030516900000000013,0.6531223,0.1836906,1.3354720000000002,0.0115988107,0.0168977597,18.236959999999996,0.5712931,37684.59,77044.2493,6.2563237,15.775055,7.454572000000001,12.996010000000002,2399.58,56.181,0.1378347,0.0045041,2928.05
21301,Mankato,149925,27,MN,Minnesota,Midwest,0.0192121,2.5,79.89435404416885,83.70843218630023,86.04202413860013,87.56328132928384,0.5593205993533472,0.569464075924976,0.5913432526979898,0.7057186861911933,0.2053571,0.2034884,0.1304348,0.0806452,0.2752294,0.3030303,0.2173913,0.1967213,0.76712328,0.72321427,0.89795917,0.86792451,10.43103,7466.1969,-0.8993202000000001,0.1398578,0.1035197,0.1010482,-0.2384435,63.162192,68.235833,76.520989,85.401559,73.183581,52.79145,0.0324662,0.028978899999999995,0.0363925,0.1130826,0.20065,0.0937515,0.10199,0.66847,2.0039698,70.0597,0.6563280999999996,3.247624,0.036074,0.043442900000000007,0.2374927,0.7172259,0.2160562,2.824728,0.0168484242,0.0165682841,55.55806,0.5625745,34778.21,128628.729,6.4643045,17.302023,6.834435000000001,22.65635,5858.18,51.87625,0.1608666,0.006807,2662.663
21302,Owatonna,109871,27,MN,Minnesota,Midwest,0.0179295,2.5,80.62672079280381,83.68975271975076,85.78448903417606,87.24503953954945,0.7775016052088315,0.6666526968793777,0.6641318127188749,0.8942580052241864,0.3055556,0.2222222,0.1323529,0.07462689999999998,0.2638889,0.2393162,0.2575758,0.15151520000000002,0.60869563,0.73750001,0.83333331,0.9245283,9.914068,7462.2219,-0.6077909,0.1488155,0.0973426,0.1090278,1.1021589999999999,76.137338,89.133372,74.339109,85.955308,76.323455,56.957251,0.0249193,0.0227172,0.0274713,0.085439,0.19704,0.0662932,0.08304,0.62334,1.7098401,72.62062,1.369787999999999,4.504373,0.0374376,0.1582071,0.3277642,0.7048361,0.2320542,3.762111,0.0249838447,0.0206059834,81.36375,0.5441049,35163.88,145850.8924,7.0473262,17.48818,6.545775,20.59311,20533.4,48.53875,0.1512102,0.0055149,2861.936
21400,St. Cloud,254139,27,MN,Minnesota,Midwest,0.0229847,2.5,80.58052148810904,83.7946758652085,86.04066729093934,86.85995893214742,0.4520884588577798,0.44440107086367986,0.44231836338471286,0.5467784174932779,0.2142857,0.2135493,0.1810585,0.1066667,0.2262443,0.2033132,0.2422535,0.201087,0.72279793,0.79012346,0.83999997,0.91228068,10.22739,7609.8609,-1.814946,0.1371175,0.0882652,0.088752,0.6870136,75.508528,87.486483,75.581148,80.434832,73.210983,62.006635,0.0563293,0.0599489,0.0526799,0.093829,0.22423000000000004,0.0748267,0.09355,0.6233,0.71661643,61.07091,0.7582465000000003,1.2028850000000002,0.0406079,0.3987814,0.716476,0.7320303,0.1908929,1.944559,0.0384632032,0.026485506,91.96074,0.3980948,35324.11,146828.7952,6.503054,18.054193,6.546327,19.83346,6713.75,51.0245,0.1426004,0.0044582,2480.421
21501,Minneapolis,2904389,27,MN,Minnesota,Midwest,0.0258791,2.5,79.40616974324388,82.66991632061976,85.06604707621342,87.12232183641899,0.1575565869619459,0.1501886088136417,0.14283320433814062,0.13593081602303247,0.2587956,0.2191293,0.1791176,0.1192121,0.2485076,0.1991824,0.195052,0.1774319,0.68741506,0.79731327,0.85560203,0.90839028,9.942573,7976.0021,-1.2127749999999997,0.1367834,0.0938266,0.1025109,0.9403058999999999,77.608342,89.639942,71.790725,84.593944,70.948731,47.94830400000001,0.1036992,0.09975120000000001,0.1042389,0.1929339,0.21881,0.0675687,0.15617,0.47066,1.3476059,56.85719,5.33286,3.388389,0.0349182,0.3394886,0.4340792,0.7428989,0.1576376,7.221914,0.0143999306,0.0167319185,516.1735,0.2644681,47070.54,188834.4772,8.0685559,18.685091,0.4486344999999999,33.41816,6501.48,44.16875,0.1871642,0.0078961,3365.125
21502,Pine City,41526,27,MN,Minnesota,Midwest,0.0204856,2.5,79.26190696021901,82.81461182296128,83.91607647918879,85.18996534927817,0.8196071833999816,0.9458606498563584,1.1501804222137018,1.73819881146797,0.1904762,0.1785714,0.1875,0.09090909999999999,0.35,0.3333333,0.375,0.3636364,0.71428573,0.89285713,0.875,0.90909094,12.50749,7907.9312,0.9731206,0.2021455,0.1090167,0.1075077,0.9027407,81.064536,92.034016,71.083728,86.431026,66.387388,62.749521,0.008228800000000001,0.011462999999999997,0.007807799999999997,0.098513,0.24733,0.1060504,0.06584999999999999,0.6435,0.9955142499999999,47.39681,0.8597023000000004,1.456919,0.0637923,0.2963911,0.5533161,0.634527,0.1580561,1.075053,0.0373741752,0.0258633145,21.449669999999998,0.3418003,32879.55,119900.9321,6.6128989,16.745187,2.736431,10.372220000000002,2240,47.1435,0.1850549,0.0068873,2762.109
21600,Brainerd,141542,27,MN,Minnesota,Midwest,0.0280628,2.5,80.50545454236637,83.24834837341969,85.67223645583523,86.70592966649221,0.43642267011041486,0.47696560190599835,0.5260965263396457,0.7059079206727746,0.2468085,0.1897233,0.1666667,0.1666667,0.2532751,0.2134387,0.2888889,0.2295082,0.68341708,0.78773582,0.82677168,0.9130435,12.29356,7457.3098,-1.5998479999999997,0.1306204,0.0861223,0.1021814,0.735734,83.072439,84.816576,73.975336,77.793753,73.996929,55.944896,0.0208223,0.019209199999999996,0.0198145,0.2257018,0.30177,0.1094148,0.09384,0.5783,1.6983405,59.95393,0.21053820000000023,0.6754179000000002,0.0550411,0.1869848,0.4549905,0.6024498,0.125093,1.127189,0.0235053906,0.0164332848,18.87599,0.4203746,35545.12,130474.0666,6.6872019,16.895113,9.204554,17.03856,2234.42,45.69625,0.1837536,0.0038786999999999997,3062.324
21701,Rochester,228867,27,MN,Minnesota,Midwest,0.0211293,2.5,80.43596473108582,84.16207898391843,86.66695037646434,88.00204721906479,0.505277869265489,0.4654826028120887,0.438505120626831,0.47645998650273175,0.2142857,0.1821946,0.1561338,0.0833333,0.2892562,0.2008368,0.2142857,0.1867322,0.72769952,0.81842816,0.80786026,0.91830987,9.318042,6910.9306,-1.826863,0.1296926,0.0881612,0.0940011,1.617763,70.607951,94.904272,73.651027,89.767022,83.193854,48.302995,0.0611947,0.0527499,0.0717896,0.1122322,0.21378000000000003,0.0652385,0.12408,0.55731,2.0626621,70.84595,1.6114160000000002,1.9395540000000002,0.0316034,0.225244,0.3586553,0.7235764,0.1682663,4.915265,0.0172720401,0.018119694,70.70246,0.4685951,42380.02,146564.3676,6.659872,18.276563,7.35706,26.83912,1930.8000000000002,50.495,0.1458951,0.0053787,3283.592
21702,Austin,71187,27,MN,Minnesota,Midwest,0.0172089,2.5,80.2114073990442,84.15759607909453,86.80225061587795,88.02430137424308,0.7606076777331153,0.7225716648654622,0.8183452331794888,1.144318315075696,0.2325581,0.1627907,0.1666667,0.05714289999999998,0.2619048,0.244186,0.3333333,0.2941177,0.72916669,0.77999997,0.79310346,0.83870965,11.79644,7185.0362,-1.50379,0.1310879,0.099336,0.0927309,1.545868,84.515729,92.266058,77.80602,87.821396,71.724206,57.652271,0.0341543,0.0317722,0.0388867,0.08801039999999999,0.22394000000000003,0.0881919,0.05818000000000001,0.67313,2.5408873,75.79755,0.3806875000000005,5.190555,0.0404586,-0.07210730000000001,0.04334769999999999,0.644049,0.2375541,3.418718,0.0116172897,0.0185146164,50.162090000000006,0.5554289,38505.48,95176.2,6.4794522,17.965489,3.9885310000000005,13.83032,2594,49.126,0.1807287,0.0117578,4542.409
